Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0002L-18X-7, 104.0 cm",NULL,445.955,445.955,445.955,445.955,"C0002L-18X-7, 106.0 cm",NULL,445.975,445.975,445.975,445.975,"C0002L-18X-7 W, 104.0--106.0 cm",CKY000000000001512110,PP,NULL,8,skarbek338,SAND,CKY,2012-12-26T09:08:00Z,sandy,17.9333,8.0803,31.7842,13.8509,29.0531,12.1438,11.1198,2.8302,2.7639,4.0185,6.7824,4.0635,0.0991,0.045,11.0207,0.2043,0.2568,2.0422,1.6249,2.7425,0.4075,0.6878,suzukit,2012-12-29T01:31:16Z
"C0002L-18X-8, 57.0 cm",NULL,446.895,446.895,446.895,446.895,"C0002L-18X-8, 59.0 cm",NULL,446.915,446.915,446.915,446.915,"C0002L-18X-8 W, 57.0--59.0 cm",CKY000000000001512210,PP,NULL,8,skarbek338,NULL,CKY,2012-12-26T09:08:00Z,NULL,18.8398,8.5053,37.3461,18.5063,32.842,13.5486,14.0022,4.6675,4.5581,4.969,9.5271,5.0433,0.1634,0.0743,13.8388,0.2522,0.3373,1.9425,1.4526,2.785,0.4784,0.9173,suzukit,2012-12-29T01:31:16Z
"C0002L-19X-1, 52.0 cm",NULL,448.52,448.52,448.52,448.52,"C0002L-19X-1, 54.0 cm",NULL,448.54,448.54,448.54,448.54,"C0002L-19X-1 W, 52.0--54.0 cm",CKY000000000001533810,PP,NULL,8,esteban338,NULL,CKY,2012-12-26T11:49:14Z,NULL,19.0918,8.6504,35.6361,16.5443,31.5776,13.2033,12.4858,4.2057,4.1071,4.486,8.5931,4.5529,0.1472,0.0669,12.3386,0.2542,0.3409,1.9253,1.4359,2.7505,0.478,0.9155,suzukit,2012-12-29T01:31:16Z
"C0002L-19X-1, 110.0 cm",NULL,449.1,449.1,449.1,449.1,"C0002L-19X-1, 112.0 cm",NULL,449.12,449.12,449.12,449.12,"C0002L-19X-1 W, 110.0--112.0 cm",CKY000000000001533910,PP,NULL,8,esteban338,NULL,CKY,2012-12-26T11:49:14Z,NULL,18.8707,8.587,37.418,18.5473,32.7698,13.5362,13.8991,4.8168,4.7039,4.8726,9.5765,4.9492,0.1686,0.0766,13.7305,0.2597,0.3508,1.9368,1.4338,2.8179,0.4912,0.9654,suzukit,2012-12-29T01:31:16Z
"C0002L-19X-2, 30.0 cm",NULL,449.515,449.515,449.515,449.515,"C0002L-19X-2, 32.0 cm",NULL,449.535,449.535,449.535,449.535,"C0002L-19X-2 W, 30.0--32.0 cm",CKY000000000001534010,PP,NULL,8,esteban338,NULL,CKY,2012-12-26T11:49:14Z,NULL,18.9971,8.5818,33.1809,14.1838,29.5183,12.4368,10.5212,3.7954,3.7064,3.7946,7.501,3.855,0.1328,0.0604,10.3884,0.2676,0.3653,1.8909,1.3849,2.7377,0.4941,0.9768,suzukit,2012-12-29T01:31:16Z
"C0002L-19X-4, 5.0 cm",NULL,450.95,450.95,450.95,450.95,"C0002L-19X-4, 7.0 cm",NULL,450.97,450.97,450.97,450.97,"C0002L-19X-4 W, 5.0--7.0 cm",CKY000000000001534110,PP,NULL,8,esteban338,NULL,CKY,2012-12-26T11:49:14Z,NULL,19.1347,8.6493,37.8576,18.7229,33.419,13.8858,14.2843,4.5996,4.4918,5.1633,9.6551,5.2365,0.161,0.0732,14.1233,0.2457,0.3257,1.9392,1.4628,2.7353,0.4652,0.8699,suzukit,2012-12-29T01:31:16Z
"C0002L-19X-4, 114.0 cm",NULL,452.04,452.04,452.04,452.04,"C0002L-19X-4, 116.0 cm",NULL,452.06,452.06,452.06,452.06,"C0002L-19X-4 W, 114.0--116.0 cm",CKY000000000001534210,PP,NULL,8,esteban338,NULL,CKY,2012-12-26T11:49:14Z,NULL,18.7577,8.4223,33.1001,14.3424,28.9256,12.5315,10.1679,4.3259,4.2245,4.0404,8.2649,4.1092,0.1514,0.0688,10.0165,0.3016,0.4319,1.7353,1.2119,2.4791,0.5111,1.0456,suzukit,2012-12-29T01:31:16Z
"C0002L-19X-5, 10.0 cm",NULL,452.265,452.265,452.265,452.265,"C0002L-19X-5, 12.0 cm",NULL,452.285,452.285,452.285,452.285,"C0002L-19X-5 W, 10.0--12.0 cm",CKY000000000001534310,PP,NULL,8,esteban338,NULL,CKY,2012-12-26T11:49:14Z,NULL,18.7831,8.4258,36.9468,18.1637,32.3534,14.0755,13.5703,4.76,4.6484,5.574,10.2224,5.6497,0.1666,0.0757,13.4037,0.2621,0.3551,1.7769,1.3112,2.4047,0.4547,0.8339,suzukit,2012-12-29T01:31:16Z
"C0002L-19X-5, 99.0 cm",NULL,453.155,453.155,453.155,453.155,"C0002L-19X-5, 101.0 cm",NULL,453.175,453.175,453.175,453.175,"C0002L-19X-5 W, 99.0--101.0 cm",CKY000000000001534410,PP,NULL,8,esteban338,NULL,CKY,2012-12-26T11:49:14Z,sand,19.0215,8.5802,37.2312,18.2097,33.5293,13.8948,14.5078,3.8362,3.7463,5.2536,8.9999,5.3146,0.1343,0.061,14.3735,0.2107,0.2669,2.0233,1.5971,2.7359,0.4163,0.7131,suzukit,2012-12-29T01:31:16Z
"C0002L-19X-6, 10.0 cm",NULL,453.52,453.52,453.52,453.52,"C0002L-19X-6, 12.0 cm",NULL,453.54,453.54,453.54,453.54,"C0002L-19X-6 W, 10.0--12.0 cm",CKY000000000001534510,PP,NULL,8,esteban338,NULL,CKY,2012-12-26T11:49:15Z,NULL,18.8152,8.4717,39.6504,20.8352,34.3713,14.164,15.5561,5.4706,5.3424,5.6053,10.9477,5.6923,0.1915,0.087,15.3646,0.2626,0.3561,1.9032,1.4035,2.7411,0.488,0.9531,suzukit,2012-12-29T01:31:16Z
"C0002L-19X-6, 122.0 cm",NULL,454.64,454.64,454.64,454.64,"C0002L-19X-6, 124.0 cm",NULL,454.66,454.66,454.66,454.66,"C0002L-19X-6 W, 122.0--124.0 cm",CKY000000000001534610,PP,NULL,8,esteban338,NULL,CKY,2012-12-26T11:49:15Z,NULL,18.8492,8.5421,36.1517,17.3025,32.0426,13.2824,13.1934,4.2581,4.1583,4.6726,8.8309,4.7403,0.149,0.0677,13.0444,0.2461,0.3264,1.9593,1.4771,2.7917,0.4709,0.8899,suzukit,2012-12-29T01:31:16Z
"C0002L-19X-7, 2.0 cm",NULL,454.77,454.77,454.77,454.77,"C0002L-19X-7, 4.0 cm",NULL,454.79,454.79,454.79,454.79,"C0002L-19X-7 W, 2.0--4.0 cm",CKY000000000001534710,PP,NULL,8,esteban338,NULL,CKY,2012-12-26T11:49:15Z,sand,18.7987,8.455,40.0172,21.2185,35.3287,14.5426,16.53,4.8585,4.7446,6.0103,10.7549,6.0876,0.17,0.0773,16.36,0.229,0.297,1.9729,1.5212,2.722,0.4412,0.7894,suzukit,2012-12-29T01:31:16Z
"C0002L-19X-7, 80.0 cm",NULL,455.55,455.55,455.55,455.55,"C0002L-19X-7, 82.0 cm",NULL,455.57,455.57,455.57,455.57,"C0002L-19X-7 W, 80.0--82.0 cm",CKY000000000001534810,PP,NULL,8,esteban338,NULL,CKY,2012-12-26T11:49:15Z,NULL,18.2062,8.1985,36.0752,17.869,31.8618,13.2236,13.6556,4.3662,4.2639,4.9556,9.2195,5.0251,0.1528,0.0695,13.5028,0.2443,0.3234,1.9382,1.4646,2.7248,0.4625,0.8604,suzukit,2012-12-29T01:31:16Z
"C0002L-20X-1, 16.0 cm",NULL,457.654,457.66,457.654,457.66,"C0002L-20X-1, 18.0 cm",NULL,457.673,457.68,457.673,457.68,"C0002L-20X-1 W, 16.0--18.0 cm",CKY000000000001537610,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T15:44:26Z,NULL,18.9988,8.58,35.0306,16.0318,31.2021,13.0433,12.2033,3.9674,3.8744,4.4002,8.2746,4.4633,0.1389,0.0631,12.0644,0.2475,0.3289,1.9375,1.458,2.7418,0.4682,0.8805,suzukit,2012-12-29T01:31:16Z
"C0002L-20X-1, 102.0 cm",NULL,458.482,458.52,458.482,458.52,"C0002L-20X-1, 104.0 cm",NULL,458.502,458.54,458.502,458.54,"C0002L-20X-1 W, 102.0--104.0 cm",CKY000000000001537710,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T15:44:26Z,sandy,18.6791,8.3928,33.9996,15.3205,30.8688,12.8179,12.1897,3.2444,3.1684,4.3735,7.5419,4.4251,0.1136,0.0516,12.0761,0.2118,0.2687,2.0314,1.6012,2.7612,0.4201,0.7245,suzukit,2012-12-29T01:31:16Z
"C0002L-20X-3, 32.0 cm",NULL,459.296,459.365,459.296,459.365,"C0002L-20X-3, 34.0 cm",NULL,459.315,459.385,459.315,459.385,"C0002L-20X-3 W, 32.0--34.0 cm",CKY000000000001537810,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T15:44:26Z,NULL,18.9845,8.5392,30.8858,11.9013,28.0546,11.8497,9.0701,2.9339,2.8651,3.2638,6.1289,3.3105,0.1027,0.0467,8.9674,0.2465,0.3272,1.9418,1.4631,2.7475,0.4675,0.8778,suzukit,2012-12-29T01:31:16Z
"C0002L-20X-3, 119.0 cm",NULL,460.134,460.235,460.134,460.235,"C0002L-20X-3, 121.0 cm",NULL,460.153,460.255,460.153,460.255,"C0002L-20X-3 W, 119.0--121.0 cm",CKY000000000001537910,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T15:44:26Z,NULL,18.1205,8.1758,41.1936,23.0731,35.5839,14.5142,17.4634,5.8132,5.677,6.2459,11.9229,6.3384,0.2035,0.0925,17.2599,0.2519,0.3368,1.9352,1.4476,2.7634,0.4761,0.9089,suzukit,2012-12-29T01:31:16Z
"C0002L-20X-4, 9.0 cm",NULL,460.432,460.545,460.432,460.545,"C0002L-20X-4, 11.0 cm",NULL,460.452,460.565,460.452,460.565,"C0002L-20X-4 W, 9.0--11.0 cm",CKY000000000001538010,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T15:44:26Z,NULL,18.3714,8.2681,33.9258,15.5544,30.1205,12.5108,11.7491,3.9433,3.8509,4.18,8.0309,4.2427,0.138,0.0627,11.6111,0.2535,0.3396,1.9368,1.4458,2.7778,0.4795,0.9213,suzukit,2012-12-29T01:31:16Z
"C0002L-20X-4, 103.0 cm",NULL,461.338,461.485,461.338,461.485,"C0002L-20X-4, 105.0 cm",NULL,461.357,461.505,461.357,461.505,"C0002L-20X-4 W, 103.0--105.0 cm",CKY000000000001538110,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T15:44:26Z,NULL,19.1081,8.6128,43.4313,24.3232,37.552,15.3773,18.4439,6.0925,5.9497,6.6676,12.6173,6.7645,0.2132,0.0969,18.2307,0.2505,0.3342,1.9278,1.4449,2.7342,0.4716,0.8923,suzukit,2012-12-29T01:31:16Z
"C0002L-20X-5, 15.0 cm",NULL,461.848,462.015,461.848,462.015,"C0002L-20X-5, 17.0 cm",NULL,461.867,462.035,461.867,462.035,"C0002L-20X-5 W, 15.0--17.0 cm",CKY000000000001538210,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T15:44:27Z,NULL,18.7687,8.3651,33.2459,14.4772,29.6672,12.418,10.8985,3.7085,3.6216,3.9939,7.6155,4.0529,0.1298,0.059,10.7687,0.2562,0.3444,1.901,1.4141,2.6963,0.4756,0.9068,suzukit,2012-12-29T01:31:16Z
"C0002L-20X-5, 131.0 cm",NULL,462.965,463.175,462.965,463.175,"C0002L-20X-5, 133.0 cm",NULL,462.984,463.195,462.984,463.195,"C0002L-20X-5 W, 131.0--133.0 cm",CKY000000000001538310,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T15:44:27Z,NULL,18.9621,8.545,32.1279,13.1658,28.8379,12.1738,9.8758,3.4093,3.3294,3.5746,6.904,3.6288,0.1193,0.0542,9.7565,0.259,0.3494,1.907,1.4132,2.7294,0.4822,0.9314,suzukit,2012-12-29T01:31:16Z
"C0002L-20X-6, 8.0 cm",NULL,463.138,463.355,463.138,463.355,"C0002L-20X-6, 10.0 cm",NULL,463.158,463.375,463.158,463.375,"C0002L-20X-6 W, 8.0--10.0 cm",CKY000000000001538410,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T15:44:27Z,NULL,18.3084,8.2823,40.9176,22.6092,35.3078,14.5245,16.9994,5.8133,5.6771,6.1497,11.8268,6.2422,0.2035,0.0925,16.7959,0.2571,0.3461,1.9117,1.4202,2.7312,0.48,0.9232,suzukit,2012-12-29T01:31:16Z
"C0002L-20X-6, 112.0 cm",NULL,464.14,464.395,464.14,464.395,"C0002L-20X-6, 116.0 cm",NULL,464.178,464.435,464.178,464.435,"C0002L-20X-6 W, 112.0--116.0 cm",CKY000000000001538510,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T15:44:27Z,NULL,18.1418,8.141,36.2588,18.117,31.7459,13.2028,13.6041,4.6766,4.567,4.9874,9.5544,5.0618,0.1637,0.0744,13.4404,0.2581,0.348,1.8962,1.4067,2.6949,0.478,0.9157,suzukit,2012-12-29T01:31:16Z
"C0002L-20X-7, 14.0 cm",NULL,464.4,464.665,464.4,464.665,"C0002L-20X-7, 16.0 cm",NULL,464.419,464.685,464.419,464.685,"C0002L-20X-7 W, 14.0--16.0 cm",CKY000000000001538610,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T15:44:27Z,NULL,18.2029,8.2032,24.8726,6.6697,23.2066,10.0101,5.0037,1.7264,1.6859,1.7794,3.4653,1.8069,0.0604,0.0275,4.9433,0.2588,0.3492,1.9247,1.4265,2.7781,0.4865,0.9475,suzukit,2012-12-29T01:31:16Z
"C0002L-20X-7, 130.0 cm",NULL,465.517,465.825,465.517,465.825,"C0002L-20X-7, 132.0 cm",NULL,465.536,465.845,465.536,465.845,"C0002L-20X-7 W, 130.0--132.0 cm",CKY000000000001538710,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T15:44:27Z,NULL,18.8013,8.5027,34.0354,15.2341,30.4358,12.7168,11.6345,3.7302,3.6428,4.1547,7.7975,4.2141,0.1306,0.0594,11.5039,0.2449,0.3243,1.9537,1.4753,2.7689,0.4672,0.8768,suzukit,2012-12-29T01:31:16Z
"C0002L-20X-8, 3.0 cm",NULL,465.57,465.88,465.57,465.88,"C0002L-20X-8, 5.0 cm",NULL,465.589,465.9,465.589,465.9,"C0002L-20X-8 W, 3.0--5.0 cm",CKY000000000001538810,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T15:44:27Z,NULL,18.8396,8.4922,29.4421,10.6025,26.8643,11.3768,8.0247,2.6713,2.6087,2.8421,5.4508,2.8846,0.0935,0.0425,7.9312,0.252,0.3368,1.9451,1.4551,2.7906,0.4786,0.9179,suzukit,2012-12-29T01:31:16Z
"C0002L-21X-1, 31.0 cm",NULL,467.308,467.31,467.308,467.31,"C0002L-21X-1, 32.0 cm",NULL,467.318,467.32,467.318,467.32,"C0002L-21X-1 W, 31.0--32.0 cm",CKY000000000001538910,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T19:41:17Z,NULL,18.7893,8.4964,34.5109,15.7216,30.3641,12.6734,11.5748,4.2972,4.1965,4.1086,8.3051,4.177,0.1504,0.0684,11.4244,0.2733,0.3761,1.893,1.3756,2.7806,0.5053,1.0214,suzukit,2012-12-29T01:31:16Z
"C0002L-21X-1, 132.0 cm",NULL,468.31,468.32,468.31,468.32,"C0002L-21X-1, 134.0 cm",NULL,468.33,468.34,468.33,468.34,"C0002L-21X-1 W, 132.0--134.0 cm",CKY000000000001539010,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T19:41:17Z,NULL,18.8485,8.5192,28.6953,9.8468,26.1185,11.2126,7.27,2.6703,2.6077,2.6509,5.2586,2.6934,0.0935,0.0425,7.1765,0.2712,0.3721,1.8725,1.3647,2.7072,0.4959,0.9837,suzukit,2012-12-29T01:31:16Z
"C0002L-21X-2, 20.0 cm",NULL,468.603,468.615,468.603,468.615,"C0002L-21X-2, 22.0 cm",NULL,468.623,468.635,468.623,468.635,"C0002L-21X-2 W, 20.0--22.0 cm",CKY000000000001539110,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T19:41:17Z,NULL,18.2011,8.2287,29.9427,11.7416,26.7207,11.3845,8.5196,3.3389,3.2606,3.1027,6.3633,3.1558,0.1169,0.0531,8.4027,0.2844,0.3974,1.8452,1.3205,2.7082,0.5124,1.0509,suzukit,2012-12-29T01:31:16Z
"C0002L-21X-2, 109.0 cm",NULL,469.487,469.505,469.487,469.505,"C0002L-21X-2, 112.0 cm",NULL,469.517,469.535,469.517,469.535,"C0002L-21X-2 W, 109.0--112.0 cm",CKY000000000001539210,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T19:41:17Z,NULL,18.3187,8.2486,29.6728,11.3541,26.821,11.4047,8.5023,2.9552,2.8859,3.1091,5.995,3.1561,0.1034,0.047,8.3989,0.2603,0.3519,1.8939,1.401,2.7014,0.4814,0.9282,suzukit,2012-12-29T01:31:16Z
"C0002L-21X-3, 10.0 cm",NULL,469.695,469.715,469.695,469.715,"C0002L-21X-3, 13.0 cm",NULL,469.725,469.745,469.725,469.745,"C0002L-21X-3 WR, 10.0--13.0 cm",CKY000000000001485510,PP,NULL,6,oohashi338,NULL,CKY,2012-12-25T08:34:42Z,NULL,18.0774,8.1548,34.9116,16.8342,30.7322,12.9226,12.6548,4.331,4.2295,4.6989,8.9284,4.7678,0.1516,0.0689,12.5032,0.2573,0.3464,1.8855,1.4004,2.6609,0.4737,0.9001,suzukit,2012-12-29T01:31:16Z
"C0002L-21X-5, 0.0 cm",NULL,471.035,471.065,471.035,471.065,"C0002L-21X-5, 2.0 cm",NULL,471.055,471.085,471.055,471.085,"C0002L-21X-5 W, 0.0--2.0 cm",CKY000000000001539310,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T19:41:17Z,NULL,18.7983,8.4293,27.8446,9.0463,25.2379,10.8175,6.4396,2.7012,2.6379,2.3452,4.9831,2.3882,0.0945,0.043,6.3451,0.2986,0.4257,1.8154,1.2733,2.7056,0.5294,1.1248,suzukit,2012-12-29T01:31:16Z
"C0002L-21X-5, 102.0 cm",NULL,472.048,472.085,472.048,472.085,"C0002L-21X-5, 105.0 cm",NULL,472.078,472.115,472.078,472.115,"C0002L-21X-5 W, 102.0--105.0 cm",CKY000000000001539410,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T19:41:17Z,NULL,18.9302,8.5726,29.1448,10.2146,26.2686,11.2239,7.3384,2.9805,2.9106,2.6039,5.5145,2.6513,0.1043,0.0474,7.2341,0.2918,0.412,1.8523,1.3118,2.7782,0.5278,1.1178,suzukit,2012-12-29T01:31:16Z
"C0002L-21X-6, 33.0 cm",NULL,472.758,472.8,472.758,472.8,"C0002L-21X-6, 35.0 cm",NULL,472.778,472.82,472.778,472.82,"C0002L-21X-6 W, 33.0--35.0 cm",CKY000000000001539510,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T19:41:17Z,NULL,18.1777,8.2538,30.8591,12.6814,27.3317,11.692,9.154,3.6553,3.5696,3.3801,6.9497,3.4382,0.1279,0.0581,9.0261,0.2882,0.405,1.8247,1.2988,2.6704,0.5136,1.0561,suzukit,2012-12-29T01:31:16Z
"C0002L-21X-6, 129.0 cm",NULL,473.711,473.76,473.711,473.76,"C0002L-21X-6, 131.0 cm",NULL,473.73,473.78,473.73,473.78,"C0002L-21X-6 W, 129.0--131.0 cm",CKY000000000001539610,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T19:41:17Z,NULL,18.6738,8.4193,31.6667,12.9929,27.8384,11.732,9.1646,3.9672,3.8742,3.2496,7.1238,3.3127,0.1389,0.0631,9.0257,0.3053,0.4395,1.8239,1.267,2.7775,0.5438,1.1922,suzukit,2012-12-29T01:31:16Z
"C0002L-21X-7, 66.0 cm",NULL,474.391,474.445,474.391,474.445,"C0002L-21X-7, 68.0 cm",NULL,474.41,474.465,474.41,474.465,"C0002L-21X-7 W, 66.0--68.0 cm",CKY000000000001539710,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T19:41:17Z,NULL,19.0712,8.5636,30.3709,11.2997,26.9051,11.4467,7.8339,3.5915,3.5073,2.826,6.3333,2.8831,0.1257,0.0571,7.7082,0.3178,0.4659,1.7842,1.2171,2.7276,0.5538,1.2411,suzukit,2012-12-29T01:31:16Z
"C0002L-21X-7, 127.0 cm",NULL,474.996,475.055,474.996,475.055,"C0002L-21X-7, 129.0 cm",NULL,475.016,475.075,475.016,475.075,"C0002L-21X-7 W, 127.0--129.0 cm",CKY000000000001539810,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T19:41:17Z,NULL,18.5797,8.4035,32.5491,13.9694,28.5661,12.0873,9.9864,4.1275,4.0308,3.6181,7.6489,3.6838,0.1445,0.0657,9.8419,0.2955,0.4194,1.8263,1.2867,2.7202,0.527,1.1141,suzukit,2012-12-29T01:31:16Z
"C0002L-21X-8, 61.0 cm",NULL,475.671,475.735,475.671,475.735,"C0002L-21X-8, 63.0 cm",NULL,475.691,475.755,475.691,475.755,"C0002L-21X-8 W, 61.0--63.0 cm",CKY000000000001539910,PP,NULL,6,kitajima338,NULL,CKY,2012-12-26T19:41:17Z,NULL,18.8056,8.4942,26.9732,8.1676,24.8756,10.7133,6.07,2.1737,2.1228,2.1845,4.3073,2.2191,0.0761,0.0346,5.9939,0.2661,0.3627,1.8962,1.3916,2.7438,0.4928,0.9718,suzukit,2012-12-29T01:31:16Z
"C0002L-22X-1, 10.0 cm",NULL,476.6,476.6,476.6,476.6,"C0002L-22X-1, 22.0 cm",NULL,476.72,476.72,476.72,476.72,"C0002L-22X-1 W, 10.0--22.0 cm",CKY000000000001545010,PP,NULL,8,skarbek338,NULL,CKY,2012-12-27T01:06:59Z,NULL,18.8333,8.456,35.5188,16.6855,31.482,13.15,12.6487,4.1832,4.0852,4.6275,8.7127,4.694,0.1464,0.0665,12.5023,0.2507,0.3346,1.9151,1.435,2.7017,0.4689,0.8828,suzukit,2012-12-29T01:31:16Z
"C0002L-22X-2, 31.0 cm",NULL,477.47,477.47,477.47,477.47,"C0002L-22X-2, 33.0 cm",NULL,477.49,477.49,477.49,477.49,"C0002L-22X-2 W, 31.0--33.0 cm",CKY000000000001545110,PP,NULL,8,skarbek338,NULL,CKY,2012-12-27T01:06:59Z,NULL,18.8066,8.4596,36.741,17.9344,32.0844,13.3985,13.2778,4.8255,4.7124,4.8621,9.5745,4.9389,0.1689,0.0768,13.1089,0.2691,0.3681,1.8731,1.3691,2.6961,0.4922,0.9692,suzukit,2012-12-29T01:31:16Z
"C0002L-22X-4, 8.0 cm",NULL,478.07,478.07,478.07,478.07,"C0002L-22X-4, 10.0 cm",NULL,478.09,478.09,478.09,478.09,"C0002L-22X-4 W, 8.0--10.0 cm",CKY000000000001545210,PP,NULL,8,skarbek338,NULL,CKY,2012-12-27T01:06:59Z,NULL,18.7915,8.4526,32.9127,14.1212,29.4019,12.4118,10.6104,3.6381,3.5528,3.9013,7.4541,3.9592,0.1273,0.0579,10.4831,0.2576,0.347,1.8944,1.4064,2.6871,0.4766,0.9107,suzukit,2012-12-29T01:31:16Z
"C0002L-22X-4, 90.0 cm",NULL,478.89,478.89,478.89,478.89,"C0002L-22X-4, 92.0 cm",NULL,478.91,478.91,478.91,478.91,"C0002L-22X-4 W, 90.0--92.0 cm",CKY000000000001545310,PP,NULL,8,skarbek338,SAND,CKY,2012-12-27T01:06:59Z,sand,18.2883,8.2784,36.6775,18.3892,31.4734,13.2135,13.1851,5.3928,5.2664,4.8493,10.1157,4.9351,0.1887,0.0858,12.9964,0.2933,0.4149,1.8179,1.2848,2.6801,0.5206,1.086,suzukit,2012-12-29T01:31:16Z
"C0002L-22X-5, 18.0 cm",NULL,479.4,479.4,479.4,479.4,"C0002L-22X-5, 20.0 cm",NULL,479.42,479.42,479.42,479.42,"C0002L-22X-5 W, 18.0--20.0 cm",CKY000000000001545410,PP,NULL,8,skarbek338,NULL,CKY,2012-12-27T01:06:59Z,NULL,18.028,8.1617,34.3899,16.3619,29.6409,12.4299,11.6129,4.9212,4.8059,4.1899,8.9958,4.2682,0.1722,0.0783,11.4407,0.3008,0.4301,1.8188,1.2718,2.7305,0.5342,1.147,suzukit,2012-12-29T01:31:16Z
"C0002L-22X-5, 98.0 cm",NULL,480.2,480.2,480.2,480.2,"C0002L-22X-5, 100.0 cm",NULL,480.22,480.22,480.22,480.22,"C0002L-22X-5 W, 98.0--100.0 cm",CKY000000000001545510,PP,NULL,8,skarbek338,SAND,CKY,2012-12-27T01:06:59Z,sand,18.861,8.4674,36.7018,17.8408,31.4794,13.1835,12.6184,5.4118,5.285,4.63,9.915,4.7161,0.1894,0.0861,12.429,0.3033,0.4354,1.7994,1.2536,2.6844,0.533,1.1415,suzukit,2012-12-29T01:31:16Z
"C0002L-22X-7, 19.0 cm",NULL,480.995,480.995,480.995,480.995,"C0002L-22X-7, 21.0 cm",NULL,481.015,481.015,481.015,481.015,"C0002L-22X-7 W, 19.0--21.0 cm",CKY000000000001545610,PP,NULL,8,skarbek338,NULL,CKY,2012-12-27T01:06:59Z,soup,18.7086,8.3626,32.829,14.1204,28.4566,12.0933,9.748,4.531,4.4248,3.6586,8.0834,3.7307,0.1586,0.0721,9.5894,0.3209,0.4725,1.7468,1.1863,2.6211,0.5474,1.2094,suzukit,2012-12-29T01:31:16Z
"C0002L-22X-8, 10.0 cm",NULL,481.33,481.33,481.33,481.33,"C0002L-22X-8, 12.0 cm",NULL,481.35,481.35,481.35,481.35,"C0002L-22X-8 W, 10.0--12.0 cm",CKY000000000001545710,PP,NULL,8,skarbek338,NULL,CKY,2012-12-27T01:06:59Z,NULL,18.8148,8.4543,34.9304,16.1156,30.8537,12.9298,12.0389,4.2246,4.1256,4.4083,8.5339,4.4755,0.1479,0.0672,11.891,0.2621,0.3553,1.8884,1.3934,2.6974,0.4834,0.9359,suzukit,2012-12-29T01:31:16Z
