Top Core Depth [],Top Drilling depth below sea floor [m DSF],Top Mud depth below sea floor [m MSF],Top Wireline log depth below sea floor [m WSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],Bottom Mud depth below sea floor [m MSF],Bottom Wireline log depth below sea floor [m WSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
NULL,NULL,C0002P;2480.500,NULL,2480.5,NULL,NULL,2480.5,NULL,NULL,C0002P;2485.500,NULL,2485.5,NULL,NULL,2485.5,C0002P-168SMW W,CKY000000000006344900,PP,NULL,30,henry348,>4mm handpicked (mud) shared w 348PHCT,CKY,2014-01-07T10:18:57Z,NULL,18.8115,8.4707,51.3753,32.5638,48.6529,19.517,29.8414,2.8211,2.755,11.0014,13.7564,11.0463,0.0987,0.0449,29.7427,0.0866,0.0949,2.3672,2.1621,2.7035,0.2003,0.2504,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2480.500,NULL,2480.5,NULL,NULL,2480.5,NULL,NULL,C0002P;2485.500,NULL,2485.5,NULL,NULL,2485.5,C0002P-168SMW W,CKY000000000006345000,PP,NULL,30,henry348,>4mm handpicked (sand) shared w 348PHCT,CKY,2014-01-07T10:18:57Z,NULL,18.1537,8.1751,40.4346,22.2809,38.4408,15.7389,20.2871,2.0661,2.0177,7.5309,9.5486,7.5638,0.0723,0.0329,20.2148,0.0927,0.1022,2.3334,2.117,2.6842,0.2113,0.2679,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2490.500,NULL,2490.5,NULL,NULL,2490.5,NULL,NULL,C0002P;2495.500,NULL,2495.5,NULL,NULL,2495.5,C0002P-170SMW W,CKY000000000006316400,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-29T11:30:59Z,NULL,18.1351,8.1963,53.2417,35.1066,46.0872,18.5375,27.9521,7.414,7.2402,10.2232,17.4634,10.3412,0.2595,0.118,27.6926,0.2112,0.2677,2.0103,1.5858,2.7088,0.4146,0.7082,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2490.500,NULL,2490.5,NULL,NULL,2490.5,NULL,NULL,C0002P;2495.500,NULL,2495.5,NULL,NULL,2495.5,C0002P-170SMW W,CKY000000000006316500,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-29T11:30:59Z,NULL,17.9307,8.0802,48.3873,30.4566,43.0702,17.4054,25.1395,5.5099,5.3808,9.2376,14.6184,9.3252,0.1928,0.0876,24.9467,0.1809,0.2209,2.0834,1.7065,2.7006,0.3681,0.5825,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2500.500,NULL,2500.5,NULL,NULL,2500.5,NULL,NULL,C0002P;2505.500,NULL,2505.5,NULL,NULL,2505.5,C0002P-172SMW W,CKY000000000006317400,PP,NULL,30,yamaguchim,"1-4mm, bulk",CKY,2013-12-29T12:37:30Z,NULL,18.7626,8.4396,51.8376,33.075,44.852,18.1382,26.0894,7.239,7.0693,9.5834,16.6527,9.6986,0.2534,0.1152,25.836,0.2189,0.2802,1.9862,1.5515,2.6959,0.4245,0.7377,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2500.500,NULL,2500.5,NULL,NULL,2500.5,NULL,NULL,C0002P;2505.500,NULL,2505.5,NULL,NULL,2505.5,C0002P-172SMW W,CKY000000000006317600,PP,NULL,30,yamaguchim,">4mm, bulk",CKY,2013-12-29T12:38:43Z,NULL,18.7398,8.4241,51.5408,32.801,45.2702,18.3129,26.5304,6.498,6.3457,9.7854,16.1311,9.8888,0.2274,0.1034,26.303,0.1981,0.247,2.0334,1.6306,2.688,0.3934,0.6485,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2500.500,NULL,2500.5,NULL,NULL,2500.5,NULL,NULL,C0002P;2505.500,NULL,2505.5,NULL,NULL,2505.5,C0002P-172SMW W,CKY000000000006359500,PP,NULL,30,henry348,">4mm, handpicked (mud) shared w 348PHCT",CKY,2014-01-07T10:19:45Z,mud,18.8035,8.4637,40.05,21.2465,38.3017,15.5789,19.4982,1.8117,1.7692,7.0864,8.8556,7.1152,0.0634,0.0288,19.4348,0.0853,0.0932,2.3992,2.1946,2.7425,0.1998,0.2497,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2500.500,NULL,2500.5,NULL,NULL,2500.5,NULL,NULL,C0002P;2505.500,NULL,2505.5,NULL,NULL,2505.5,C0002P-172SMW W,CKY000000000006359600,PP,NULL,30,henry348,">4mm, handpicked (sand) shared w 348PHCT",CKY,2014-01-07T10:19:45Z,sand,18.1475,8.2007,31.7324,13.5849,30.2957,12.7382,12.1482,1.4888,1.4539,4.5138,5.9677,4.5375,0.0521,0.0237,12.0961,0.1096,0.1231,2.2764,2.0269,2.6798,0.2436,0.3221,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2505.500,NULL,2505.5,NULL,NULL,2505.5,NULL,NULL,C0002P;2515.500,NULL,2515.5,NULL,NULL,2515.5,C0002P-370SMW W,CKY000000000006525300,PP,NULL,30,kitajima348,>4mm handpicked PP washed,CKY,2014-01-07T05:54:02Z,Error miss measurement,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2505.500,NULL,2505.5,NULL,NULL,2505.5,NULL,NULL,C0002P;2515.500,NULL,2515.5,NULL,NULL,2515.5,C0002P-370SMW W,CKY000000000006525400,PP,NULL,30,kitajima348,">4 mm bulk, PP washed ",CKY,2014-01-07T05:54:02Z,NULL,18.8241,8.493,55.4834,36.6593,52.5527,21.0022,33.7286,3.037,2.9658,12.4609,15.4267,12.5092,0.1063,0.0483,33.6223,0.0828,0.0903,2.3764,2.1795,2.6982,0.1923,0.238,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2505.500,NULL,2505.5,NULL,NULL,2505.5,NULL,NULL,C0002P;2515.500,NULL,2515.5,NULL,NULL,2515.5,C0002P-370SMW W,CKY000000000006525500,PP,NULL,30,kitajima348,"1-4 mm bulk, PP washed ",CKY,2014-01-07T05:54:02Z,NULL,19.3305,8.7777,50.6943,31.3638,47.4714,19.2227,28.1409,3.3398,3.2615,10.3919,13.6534,10.445,0.1169,0.0531,28.024,0.1065,0.1192,2.2971,2.0525,2.6967,0.2389,0.3139,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2510.500,NULL,2510.5,NULL,NULL,2510.5,NULL,NULL,C0002P;2515.500,NULL,2515.5,NULL,NULL,2515.5,C0002P-174SMW W,CKY000000000006325800,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-12-29T18:47:55Z,NULL,18.8375,8.4408,46.917,28.0795,40.8062,16.5952,21.9687,6.3324,6.184,8.0537,14.2377,8.1544,0.2216,0.1007,21.7471,0.2255,0.2912,1.9722,1.5274,2.7003,0.4343,0.7678,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2510.500,NULL,2510.5,NULL,NULL,2510.5,NULL,NULL,C0002P;2515.500,NULL,2515.5,NULL,NULL,2515.5,C0002P-174SMW W,CKY000000000006325900,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-12-29T18:47:55Z,NULL,18.6821,8.4646,45.2967,26.6146,40.2234,16.3765,21.5413,5.2573,5.1341,7.8283,12.9624,7.9119,0.184,0.0836,21.3573,0.1975,0.2462,2.0532,1.6476,2.7282,0.3961,0.6558,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2520.500,NULL,2520.5,NULL,NULL,2520.5,NULL,NULL,C0002P;2525.500,NULL,2525.5,NULL,NULL,2525.5,C0002P-176SMW W,CKY000000000006327400,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-12-29T19:18:29Z,NULL,18.9568,8.5822,47.8242,28.8674,41.7673,17.019,22.8105,6.2766,6.1295,8.3369,14.4664,8.4368,0.2197,0.0999,22.5908,0.2174,0.2778,1.9955,1.5616,2.7097,0.4237,0.7352,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2520.500,NULL,2520.5,NULL,NULL,2520.5,NULL,NULL,C0002P;2525.500,NULL,2525.5,NULL,NULL,2525.5,C0002P-176SMW W,CKY000000000006327500,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-12-29T19:18:29Z,NULL,19.0235,8.5086,48.71,29.6865,43.1175,17.4931,24.094,5.7953,5.6595,8.8923,14.5518,8.9845,0.2028,0.0922,23.8912,0.1952,0.2426,2.0401,1.6418,2.6867,0.3889,0.6364,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2520.500,NULL,2520.5,NULL,NULL,2520.5,NULL,NULL,C0002P;2525.500,NULL,2525.5,NULL,NULL,2525.5,C0002P-176SMW W,CKY000000000006359700,PP,NULL,30,henry348,">4mm, handpicked (mud) shared w 348PHCT",CKY,2014-01-07T10:20:49Z,mud,18.8472,8.4649,37.9303,19.0831,36.344,14.9202,17.4968,1.6438,1.6053,6.4292,8.0345,6.4553,0.0575,0.0261,17.4393,0.0861,0.0943,2.3751,2.1706,2.7125,0.1998,0.2497,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2520.500,NULL,2520.5,NULL,NULL,2520.5,NULL,NULL,C0002P;2525.500,NULL,2525.5,NULL,NULL,2525.5,C0002P-176SMW W,CKY000000000006359800,PP,NULL,30,henry348,">4mm, handpicked (sand) shared w 348PHCT",CKY,2014-01-07T10:20:49Z,sand,19.358,8.6803,42.5558,23.1978,40.328,16.4904,20.97,2.3086,2.2545,7.7734,10.0279,7.8101,0.0808,0.0367,20.8892,0.0995,0.1105,2.3133,2.0831,2.6873,0.2248,0.29,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2530.500,NULL,2530.5,NULL,NULL,2530.5,NULL,NULL,C0002P;2535.500,NULL,2535.5,NULL,NULL,2535.5,C0002P-179SMW W,CKY000000000006331800,PP,NULL,30,sawadar,"1-4mm, bulk",CKY,2013-12-29T21:52:34Z,NULL,19.0181,8.5831,50.4743,31.4562,44.3635,17.9997,25.3454,6.3324,6.184,9.3159,15.4999,9.4166,0.2216,0.1007,25.1238,0.2013,0.252,2.0294,1.6209,2.6969,0.399,0.6638,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2530.500,NULL,2530.5,NULL,NULL,2530.5,NULL,NULL,C0002P;2535.500,NULL,2535.5,NULL,NULL,2535.5,C0002P-179SMW W,CKY000000000006331900,PP,NULL,30,sawadar,">4mm, bulk",CKY,2013-12-29T21:52:34Z,NULL,18.9763,8.5847,53.896,34.9197,48.1116,19.2632,29.1353,5.9942,5.8537,10.5831,16.4368,10.6785,0.2098,0.0954,28.9255,0.1717,0.2072,2.1245,1.7598,2.7332,0.3561,0.5531,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2540.500,NULL,2540.5,NULL,NULL,2540.5,NULL,NULL,C0002P;2545.500,NULL,2545.5,NULL,NULL,2545.5,C0002P-181SMW W,CKY000000000006332600,PP,NULL,30,sawadar,"1-4mm, bulk",CKY,2013-12-29T22:27:50Z,NULL,18.8162,8.5363,49.2026,30.3864,43.2403,17.5745,24.4241,6.1785,6.0337,8.9399,14.9736,9.0382,0.2162,0.0983,24.2079,0.2033,0.2552,2.0293,1.6167,2.7078,0.403,0.6749,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2540.500,NULL,2540.5,NULL,NULL,2540.5,NULL,NULL,C0002P;2545.500,NULL,2545.5,NULL,NULL,2545.5,C0002P-181SMW W,CKY000000000006332700,PP,NULL,30,sawadar,">4mm, bulk",CKY,2013-12-29T22:27:50Z,NULL,18.6589,8.3611,53.2799,34.621,46.9289,18.9039,28.27,6.5813,6.4271,10.4381,16.8652,10.5428,0.2303,0.1047,28.0397,0.1901,0.2347,2.0528,1.6626,2.6863,0.3811,0.6157,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2540.500,NULL,2540.5,NULL,NULL,2540.5,NULL,NULL,C0002P;2545.500,NULL,2545.5,NULL,NULL,2545.5,C0002P-181SMW W,CKY000000000006359900,PP,NULL,30,kitamura348,">4mm, handpicked",CKY,2013-12-30T14:30:48Z,NULL,18.2873,8.3161,37.2968,19.0095,35.672,14.7099,17.3847,1.6837,1.6442,6.367,8.0112,6.3938,0.0589,0.0268,17.3258,0.0886,0.0972,2.3729,2.1627,2.7212,0.2052,0.2582,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2545.500,NULL,2545.5,NULL,NULL,2545.5,NULL,NULL,C0002P;2555.500,NULL,2555.5,NULL,NULL,2555.5,C0002P-374SMW W,CKY000000000006525600,PP,NULL,30,kitajima348,>4mm handpicked PP washed,CKY,2014-01-07T05:54:02Z,NULL,19.3537,8.7183,55.8426,36.4889,53.2743,21.1374,33.9206,2.6615,2.5991,12.3767,14.9758,12.4191,0.0932,0.0424,33.8274,0.0729,0.0787,2.4365,2.2588,2.7332,0.1736,0.21,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2545.500,NULL,2545.5,NULL,NULL,2545.5,NULL,NULL,C0002P;2555.500,NULL,2555.5,NULL,NULL,2555.5,C0002P-374SMW W,CKY000000000006525700,PP,NULL,30,kitajima348,">4 mm bulk, PP washed ",CKY,2014-01-07T05:54:02Z,NULL,19.358,8.6803,54.3126,34.9546,51.7767,20.7641,32.4187,2.6279,2.5663,12.042,14.6083,12.0838,0.092,0.0418,32.3267,0.0752,0.0813,2.3928,2.2129,2.6845,0.1757,0.2131,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2545.500,NULL,2545.5,NULL,NULL,2545.5,NULL,NULL,C0002P;2555.500,NULL,2555.5,NULL,NULL,2555.5,C0002P-374SMW W,CKY000000000006525800,PP,NULL,30,kitajima348,"1-4 mm bulk, PP washed ",CKY,2014-01-07T05:54:02Z,NULL,18.8911,8.5298,52.5194,33.6283,48.9887,19.7502,30.0976,3.6588,3.573,11.1622,14.7352,11.2204,0.1281,0.0582,29.9695,0.1088,0.1221,2.2822,2.0339,2.6849,0.2425,0.3201,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2550.500,NULL,2550.5,NULL,NULL,2550.5,NULL,NULL,C0002P;2555.500,NULL,2555.5,NULL,NULL,2555.5,C0002P-183SMW W,CKY000000000006334800,PP,NULL,30,fujiharaa,"1-4mm, bulk",CKY,2013-12-30T00:57:33Z,NULL,19.341,8.7231,48.8696,29.5286,43.1597,17.5882,23.8187,5.917,5.7783,8.771,14.5493,8.8651,0.2071,0.0941,23.6116,0.2004,0.2506,2.0296,1.6229,2.692,0.3972,0.6588,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2550.500,NULL,2550.5,NULL,NULL,2550.5,NULL,NULL,C0002P;2555.500,NULL,2555.5,NULL,NULL,2555.5,C0002P-183SMW W,CKY000000000006334900,PP,NULL,30,fujiharaa,">4mm, bulk",CKY,2013-12-30T00:57:33Z,NULL,18.9194,8.5715,48.1732,29.2538,43.3586,17.5841,24.4392,4.9892,4.8723,8.9332,13.8055,9.0126,0.1746,0.0794,24.2646,0.1705,0.2056,2.119,1.7576,2.7162,0.3529,0.5454,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2560.500,NULL,2560.5,NULL,NULL,2560.5,NULL,NULL,C0002P;2565.500,NULL,2565.5,NULL,NULL,2565.5,C0002P-185SMW W,CKY000000000006337100,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-30T02:59:14Z,NULL,18.8013,8.5245,51.8951,33.0938,45.3662,18.2898,26.5649,6.7657,6.6071,9.6577,16.2648,9.7653,0.2368,0.1076,26.3281,0.2044,0.257,2.0347,1.6187,2.7261,0.4062,0.6841,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2560.500,NULL,2560.5,NULL,NULL,2560.5,NULL,NULL,C0002P;2565.500,NULL,2565.5,NULL,NULL,2565.5,C0002P-185SMW W,CKY000000000006337200,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-30T02:59:14Z,NULL,18.215,8.2629,49.7173,31.5023,44.3248,17.8819,26.1098,5.5881,5.4571,9.5301,14.9872,9.619,0.1956,0.0889,25.9142,0.1774,0.2156,2.1019,1.7291,2.7192,0.3641,0.5726,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2560.500,NULL,2560.5,NULL,NULL,2560.5,NULL,NULL,C0002P;2565.500,NULL,2565.5,NULL,NULL,2565.5,C0002P-185SMW W,CKY000000000006360000,PP,NULL,30,henry348,">4mm, handpicked (mud) shared w 348PHCT",CKY,2014-01-07T10:22:33Z,mud,18.7243,8.4472,50.87,32.1457,48.166,19.3558,29.4417,2.8021,2.7364,10.864,13.6004,10.9086,0.0981,0.0446,29.3436,0.0872,0.0955,2.3636,2.1576,2.701,0.2012,0.2519,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2560.500,NULL,2560.5,NULL,NULL,2560.5,NULL,NULL,C0002P;2565.500,NULL,2565.5,NULL,NULL,2565.5,C0002P-185SMW W,CKY000000000006360100,PP,NULL,30,henry348,">4mm, handpicked (sand) shared w 348PHCT",CKY,2014-01-07T10:22:33Z,sand,18.6214,8.3738,52.8012,34.1798,49.487,19.9288,30.8656,3.4344,3.3539,11.5004,14.8543,11.555,0.1202,0.0546,30.7454,0.1005,0.1117,2.301,2.0698,2.6734,0.2258,0.2916,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2570.500,NULL,2570.5,NULL,NULL,2570.5,NULL,NULL,C0002P;2575.500,NULL,2575.5,NULL,NULL,2575.5,C0002P-187SMW W,CKY000000000006338000,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-30T04:14:48Z,NULL,18.6809,8.4544,54.462,35.7811,47.0966,19.0092,28.4157,7.6325,7.4536,10.4334,17.887,10.5548,0.2671,0.1214,28.1486,0.2133,0.2712,2.0004,1.5737,2.6979,0.4167,0.7144,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2570.500,NULL,2570.5,NULL,NULL,2570.5,NULL,NULL,C0002P;2575.500,NULL,2575.5,NULL,NULL,2575.5,C0002P-187SMW W,CKY000000000006338100,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-30T04:14:48Z,NULL,18.9206,8.5167,47.5333,28.6127,43.1382,17.5261,24.2176,4.5545,4.4478,8.9369,13.3847,9.0094,0.1594,0.0725,24.0582,0.1592,0.1893,2.1377,1.7974,2.692,0.3323,0.4977,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2580.500,NULL,2580.5,NULL,NULL,2580.5,NULL,NULL,C0002P;2585.500,NULL,2585.5,NULL,NULL,2585.5,C0002P-189SMW W,CKY000000000006338700,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-30T04:48:24Z,NULL,18.971,8.5529,51.4666,32.4956,44.946,17.9929,25.975,6.7571,6.5987,9.3325,15.9312,9.44,0.2365,0.1075,25.7385,0.2079,0.2625,2.0397,1.6156,2.7579,0.4142,0.7071,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2580.500,NULL,2580.5,NULL,NULL,2580.5,NULL,NULL,C0002P;2585.500,NULL,2585.5,NULL,NULL,2585.5,C0002P-189SMW W,CKY000000000006338800,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-30T04:48:24Z,NULL,18.9695,8.5261,49.3956,30.4261,43.7468,17.7054,24.7773,5.8537,5.7165,9.0862,14.8027,9.1793,0.2049,0.0931,24.5724,0.1924,0.2382,2.0554,1.66,2.7044,0.3862,0.6291,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2580.500,NULL,2580.5,NULL,NULL,2580.5,NULL,NULL,C0002P;2585.500,NULL,2585.5,NULL,NULL,2585.5,C0002P-189SMW W,CKY000000000006379100,PP,NULL,30,yang348,>4mm handpicked (silt/clay),CKY,2013-12-31T05:38:40Z,silt/clay,18.2837,8.246,43.0386,24.7549,40.8537,16.5521,22.57,2.2641,2.211,8.2701,10.4811,8.3061,0.0792,0.036,22.4908,0.0915,0.1007,2.3619,2.1458,2.7195,0.211,0.2673,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2580.500,NULL,2580.5,NULL,NULL,2580.5,NULL,NULL,C0002P;2585.500,NULL,2585.5,NULL,NULL,2585.5,C0002P-189SMW W,CKY000000000006379200,PP,NULL,30,yang348,>4mm handpicked (sand),CKY,2013-12-31T05:41:25Z,sand,18.1078,8.2137,42.2745,24.1667,39.9761,16.2931,21.8683,2.3818,2.326,8.0415,10.3675,8.0794,0.0834,0.0379,21.7849,0.0986,0.1093,2.331,2.1013,2.7091,0.2244,0.2892,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2585.500,NULL,2585.5,NULL,NULL,2585.5,NULL,NULL,C0002P;2595.500,NULL,2595.5,NULL,NULL,2595.5,C0002P-381SMW W,CKY000000000006525900,PP,NULL,30,kitajima348,>4mm handpicked PP washed,CKY,2014-01-07T05:54:02Z,NULL,18.7112,8.3779,56.5202,37.809,53.6594,21.3064,34.9482,2.9646,2.8951,12.8813,15.7764,12.9285,0.1038,0.0472,34.8444,0.0784,0.0851,2.3966,2.2086,2.705,0.1835,0.2248,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2585.500,NULL,2585.5,NULL,NULL,2585.5,NULL,NULL,C0002P;2595.500,NULL,2595.5,NULL,NULL,2595.5,C0002P-381SMW W,CKY000000000006526000,PP,NULL,30,kitajima348,">4 mm bulk, PP washed ",CKY,2014-01-07T05:54:02Z,NULL,18.7017,8.3914,55.9363,37.2346,52.8476,21.04,34.1459,3.2007,3.1257,12.5977,15.7234,12.6486,0.112,0.0509,34.0339,0.086,0.094,2.3681,2.1645,2.7016,0.1988,0.2481,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2585.500,NULL,2585.5,NULL,NULL,2585.5,NULL,NULL,C0002P;2595.500,NULL,2595.5,NULL,NULL,2595.5,C0002P-381SMW W,CKY000000000006526100,PP,NULL,30,kitajima348,"1-4 mm bulk, PP washed ",CKY,2014-01-07T05:54:02Z,NULL,18.8729,8.4882,46.2765,27.4036,43.5914,17.6677,24.7185,2.7825,2.7173,9.1352,11.8525,9.1795,0.0974,0.0443,24.6211,0.1015,0.113,2.3121,2.0773,2.6952,0.2293,0.2975,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2590.500,NULL,2590.5,NULL,NULL,2590.5,NULL,NULL,C0002P;2595.500,NULL,2595.5,NULL,NULL,2595.5,C0002P-191SMW W,CKY000000000006338900,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-30T05:09:02Z,NULL,19.3587,8.715,51.1491,31.7904,44.3003,17.9332,24.9416,7.0972,6.9309,9.1053,16.0362,9.2182,0.2484,0.1129,24.6932,0.2232,0.2874,1.9824,1.5398,2.712,0.4322,0.7612,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2590.500,NULL,2590.5,NULL,NULL,2590.5,NULL,NULL,C0002P;2595.500,NULL,2595.5,NULL,NULL,2595.5,C0002P-191SMW W,CKY000000000006339000,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-30T05:09:02Z,NULL,19.3537,8.7183,49.7207,30.367,44.1984,17.9406,24.8447,5.7226,5.5885,9.1313,14.7198,9.2223,0.2003,0.091,24.6444,0.1884,0.2322,2.063,1.6742,2.6989,0.3797,0.612,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2601.500,NULL,2601.5,NULL,NULL,2601.5,NULL,NULL,C0002P;2605.500,NULL,2605.5,NULL,NULL,2605.5,C0002P-196SMW W,CKY000000000006341800,PP,NULL,30,nishimuram,"1-4mm, bulk",CKY,2013-12-30T05:51:22Z,NULL,18.8729,8.4882,48.7915,29.9186,42.4106,17.226,23.5377,6.6123,6.4573,8.6326,15.0899,8.7378,0.2314,0.1052,23.3063,0.221,0.2837,1.9827,1.5445,2.6998,0.4279,0.748,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2601.500,NULL,2601.5,NULL,NULL,2601.5,NULL,NULL,C0002P;2605.500,NULL,2605.5,NULL,NULL,2605.5,C0002P-196SMW W,CKY000000000006341900,PP,NULL,30,nishimuram,">4mm, bulk",CKY,2013-12-30T05:51:22Z,NULL,19.1622,8.6304,51.9356,32.7734,48.8676,19.5876,29.7054,3.1793,3.1048,10.9066,14.0114,10.9572,0.1113,0.0506,29.5941,0.097,0.1074,2.3391,2.1121,2.7134,0.2216,0.2847,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2601.500,NULL,2601.5,NULL,NULL,2601.5,NULL,NULL,C0002P;2605.500,NULL,2605.5,NULL,NULL,2605.5,C0002P-196SMW W,CKY000000000006379900,PP,NULL,30,henry348,">4mm handpicked, sand shared w 348PHCT",CKY,2014-01-07T10:24:46Z,sand,18.1365,8.1687,51.0752,32.9387,48.1618,19.2487,30.0253,3.0191,2.9483,11.032,13.9803,11.08,0.1057,0.048,29.9196,0.0917,0.1009,2.3561,2.1401,2.7121,0.2109,0.2672,takahashik,2014-01-13T11:07:22Z
NULL,NULL,C0002P;2601.500,NULL,2601.5,NULL,NULL,2601.5,NULL,NULL,C0002P;2605.500,NULL,2605.5,NULL,NULL,2605.5,C0002P-196SMW W,CKY000000000006380000,PP,NULL,30,henry348,">4mm handpicked, mud shared w 348PHCT",CKY,2014-01-07T10:24:46Z,mud,18.1732,8.196,49.0504,30.8772,46.4151,18.5707,28.2419,2.7309,2.6669,10.3312,12.9981,10.3747,0.0956,0.0435,28.1463,0.0884,0.097,2.3755,2.1654,2.7244,0.2052,0.2581,takahashik,2014-01-13T11:07:22Z
