Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0022B-13X-5, 101.0 cm",NULL,108.418,110.06,108.418,110.06,"C0022B-13X-5, 104.0 cm",NULL,108.439,110.09,108.439,110.09,"C0022B-13X-5 W, 101.0--104.0 cm",CKY000000000001661010,PP,NULL,8,fabbri338,NULL,CKY,2013-01-02T22:33:55Z,NULL,19.0282,8.5576,32.0998,13.0716,27.9167,11.8325,8.8885,4.3348,4.2332,3.2059,7.4391,3.2749,0.1517,0.069,8.7368,0.3316,0.4962,1.7571,1.1744,2.7252,0.569,1.3204,fuway,2013-01-12T02:19:31Z
"C0022B-13X-6, 30.0 cm",NULL,108.915,110.765,108.915,110.765,"C0022B-13X-6, 33.0 cm",NULL,108.936,110.795,108.936,110.795,"C0022B-13X-6 W, 30.0--33.0 cm",CKY000000000001660010,PP,NULL,8,fabbri338,NULL,CKY,2013-01-02T22:23:52Z,NULL,18.7287,8.4515,30.8134,12.0847,27.7141,11.7812,8.9854,3.2117,3.1364,3.2786,6.415,3.3297,0.1124,0.0511,8.873,0.2658,0.362,1.8838,1.3832,2.7063,0.4889,0.9566,fuway,2013-01-12T02:19:31Z
"C0022B-14X-1, 67.0 cm",NULL,109.856,110.17,109.856,110.17,"C0022B-14X-1, 69.0 cm",NULL,109.866,110.19,109.866,110.19,"C0022B-14X-1 WR, 67.0--69.0 cm",CKY000000000001646610,PP,NULL,8,kames,NULL,CKY,2013-01-02T17:23:23Z,NULL,18.8335,8.4924,34.2322,15.3987,29.7531,12.5,10.9196,4.6416,4.5328,3.9337,8.4665,4.0076,0.1625,0.0739,10.7571,0.3014,0.4315,1.8188,1.2705,2.7346,0.5354,1.1523,fuway,2013-01-12T02:19:31Z
"C0022B-14X-1, 110.0 cm",NULL,110.084,110.6,110.084,110.6,"C0022B-14X-1, 112.0 cm",NULL,110.095,110.62,110.095,110.62,"C0022B-14X-1 WR, 110.0--112.0 cm",CKY000000000001647510,PP,NULL,8,kames,NULL,CKY,2013-01-02T17:29:34Z,NULL,18.1899,8.1822,29.8035,11.6136,26.2585,11.1511,8.0686,3.6736,3.5875,2.9104,6.4979,2.9689,0.1286,0.0585,7.94,0.3163,0.4627,1.7873,1.2219,2.7281,0.5521,1.2326,fuway,2013-01-12T02:19:31Z
"C0022B-14X-2, 54.0 cm",NULL,110.424,111.24,110.424,111.24,"C0022B-14X-2, 57.0 cm",NULL,110.44,111.27,110.44,111.27,"C0022B-14X-2 WR, 54.0--57.0 cm",CKY000000000001648710,PP,NULL,8,kames,NULL,CKY,2013-01-02T17:45:18Z,NULL,18.15,8.1133,31.8882,13.7382,28.2066,11.9428,10.0566,3.8151,3.7257,3.7688,7.4945,3.8295,0.1335,0.0607,9.9231,0.2777,0.3845,1.8331,1.3241,2.633,0.4971,0.9886,fuway,2013-01-12T02:19:31Z
"C0022B-14X-2, 113.0 cm",NULL,110.737,111.83,110.737,111.83,"C0022B-14X-2, 115.0 cm",NULL,110.747,111.85,110.747,111.85,"C0022B-14X-2 WR, 113.0--115.0 cm",CKY000000000001649710,PP,NULL,8,kames,NULL,CKY,2013-01-02T17:45:18Z,NULL,18.1058,8.2117,32.5748,14.469,28.3149,11.9368,10.2091,4.4144,4.3109,3.6549,7.9658,3.7251,0.1545,0.0702,10.0546,0.3051,0.439,1.8164,1.2622,2.751,0.5412,1.1795,fuway,2013-01-12T02:19:31Z
"C0022B-14X-3, 30.0 cm",NULL,111.039,112.4,111.039,112.4,"C0022B-14X-3, 32.0 cm",NULL,111.05,112.42,111.05,112.42,"C0022B-14X-3 WR, 30.0--32.0 cm",CKY000000000001650810,PP,NULL,8,kitajima338,NULL,CKY,2013-01-02T18:33:57Z,NULL,19.0607,8.6567,31.6389,12.5782,28.497,12.1276,9.4363,3.2559,3.1796,3.4191,6.5987,3.4709,0.114,0.0518,9.3223,0.2589,0.3493,1.9062,1.4127,2.7265,0.4819,0.93,fuway,2013-01-12T02:19:31Z
"C0022B-14X-3, 92.0 cm",NULL,111.368,113.02,111.368,113.02,"C0022B-14X-3, 94.0 cm",NULL,111.379,113.04,111.379,113.04,"C0022B-14X-3 WR, 92.0--94.0 cm",CKY000000000001653210,PP,NULL,8,kitajima338,NULL,CKY,2013-01-02T18:40:16Z,NULL,17.9333,8.0803,34.1753,16.242,29.919,12.534,11.9857,4.4107,4.3073,4.3835,8.6908,4.4537,0.1544,0.0702,11.8313,0.2716,0.3728,1.8689,1.3614,2.6991,0.4956,0.9826,fuway,2013-01-12T02:19:31Z
"C0022B-14X-3, 109.0 cm",NULL,111.459,113.19,111.459,113.19,"C0022B-14X-3, 110.0 cm",NULL,111.464,113.2,111.464,113.2,"C0022B-14X-3 WR, 109.0--110.0 cm",CKY000000000001652010,PP,NULL,8,kitajima338,NULL,CKY,2013-01-02T18:36:17Z,NULL,18.301,8.2811,27.7809,9.4799,24.7754,10.6189,6.4744,3.1145,3.0415,2.2883,5.3298,2.3378,0.109,0.0495,6.3654,0.3285,0.4893,1.7787,1.1943,2.7817,0.5707,1.3292,fuway,2013-01-12T02:19:31Z
"C0022B-14X-4, 15.0 cm",NULL,111.703,113.65,111.703,113.65,"C0022B-14X-4, 18.0 cm",NULL,111.719,113.68,111.719,113.68,"C0022B-14X-4 WR, 15.0--18.0 cm",CKY000000000001654110,PP,NULL,8,kitajima338,NULL,CKY,2013-01-02T19:40:51Z,NULL,18.6681,8.404,32.3852,13.7171,28.373,12.2383,9.7049,4.1577,4.0603,3.7682,7.8285,3.8343,0.1455,0.0661,9.5594,0.3031,0.4349,1.7522,1.2211,2.5369,0.5187,1.0775,fuway,2013-01-12T02:19:31Z
"C0022B-14X-4, 90.0 cm",NULL,112.101,114.4,112.101,114.4,"C0022B-14X-4, 92.0 cm",NULL,112.112,114.42,112.112,114.42,"C0022B-14X-4 W, 90.0--92.0 cm",CKY000000000001663310,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T00:57:35Z,NULL,18.8311,8.4767,34.9161,16.085,29.8921,12.6211,11.061,5.2062,5.0842,4.0616,9.1458,4.1444,0.1822,0.0828,10.8788,0.3237,0.4786,1.7587,1.1895,2.6785,0.5559,1.2518,fuway,2013-01-12T02:19:31Z
"C0022B-14X-5, 54.0 cm",NULL,112.664,115.46,112.664,115.46,"C0022B-14X-5, 56.0 cm",NULL,112.674,115.48,112.674,115.48,"C0022B-14X-5 WR, 54.0--56.0 cm",CKY000000000001656110,PP,NULL,8,kitajima338,NULL,CKY,2013-01-02T20:26:39Z,NULL,18.1169,8.19,32.1573,14.0404,28.3344,11.9242,10.2175,3.9616,3.8688,3.6712,7.54,3.7342,0.1387,0.063,10.0788,0.2822,0.3931,1.8621,1.3367,2.7454,0.5131,1.0538,fuway,2013-01-12T02:19:31Z
"C0022B-14X-5, 97.0 cm",NULL,112.892,115.89,112.892,115.89,"C0022B-14X-5, 99.0 cm",NULL,112.902,115.91,112.902,115.91,"C0022B-14X-5 W, 97.0--99.0 cm",CKY000000000001663410,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T00:57:35Z,sand,18.7954,8.4384,37.9704,19.175,33.3561,13.8819,14.5607,4.7817,4.6696,5.3674,10.037,5.4435,0.1674,0.0761,14.3933,0.2494,0.3322,1.9104,1.434,2.6816,0.4652,0.87,fuway,2013-01-12T02:19:31Z
"C0022B-14X-6, 26.0 cm",NULL,113.258,116.58,113.258,116.58,"C0022B-14X-6, 28.0 cm",NULL,113.269,116.6,113.269,116.6,"C0022B-14X-6 W, 26.0--28.0 cm",CKY000000000001663510,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T00:57:35Z,NULL,18.7673,8.4928,35.87,17.1027,30.666,12.8489,11.8987,5.3927,5.2663,4.2703,9.5366,4.3561,0.1887,0.0858,11.71,0.3153,0.4605,1.7934,1.2279,2.7422,0.5522,1.2332,fuway,2013-01-12T02:19:31Z
"C0022B-14X-6, 134.0 cm",NULL,113.831,117.66,113.831,117.66,"C0022B-14X-6, 136.0 cm",NULL,113.842,117.68,113.842,117.68,"C0022B-14X-6 W, 134.0--136.0 cm",CKY000000000001663610,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T00:57:36Z,NULL,18.7101,8.378,34.9702,16.2601,30.386,12.7753,11.6759,4.7505,4.6392,4.3217,8.9609,4.3973,0.1663,0.0756,11.5096,0.2922,0.4127,1.8146,1.2844,2.6632,0.5177,1.0735,fuway,2013-01-12T02:19:31Z
"C0022B-14X-7, 32.0 cm",NULL,114.038,118.05,114.038,118.05,"C0022B-14X-7, 34.0 cm",NULL,114.049,118.07,114.049,118.07,"C0022B-14X-7 W, 32.0--34.0 cm",CKY000000000001663710,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T00:57:36Z,NULL,18.028,8.1617,33.3407,15.3127,29.2277,12.267,11.1997,4.2622,4.1623,4.0375,8.1998,4.1053,0.1492,0.0678,11.0505,0.2783,0.3857,1.8674,1.3477,2.737,0.5076,1.0309,fuway,2013-01-12T02:19:31Z
"C0022B-14X-8, 0.0 cm",NULL,114.07,118.11,114.07,118.11,"C0022B-14X-8, 2.0 cm",NULL,114.081,118.13,114.081,118.13,"C0022B-14X-8 WR, 0.0--2.0 cm",CKY000000000001657010,PP,NULL,8,kitajima338,NULL,CKY,2013-01-02T20:43:02Z,NULL,18.886,8.543,42.8206,23.9346,37.1577,15.2418,18.2717,5.8683,5.7308,6.6054,12.3362,6.6988,0.2054,0.0934,18.0663,0.2452,0.3248,1.9402,1.4645,2.7351,0.4646,0.8676,fuway,2013-01-12T02:19:31Z
"C0022B-15X-1, 72.0 cm",NULL,115.22,115.22,115.22,115.22,"C0022B-15X-1, 74.0 cm",NULL,115.24,115.24,115.24,115.24,"C0022B-15X-1 W, 72.0--74.0 cm",CKY000000000001671410,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T07:30:11Z,NULL,18.6778,8.433,32.7046,14.0268,28.8988,12.1795,10.221,3.9438,3.8514,3.6838,7.5352,3.7465,0.138,0.0627,10.083,0.2812,0.3911,1.8615,1.3381,2.7371,0.5111,1.0455,fuway,2013-01-12T02:19:31Z
"C0022B-15X-2, 9.0 cm",NULL,115.99,115.99,115.99,115.99,"C0022B-15X-2, 11.0 cm",NULL,116.01,116.01,116.01,116.01,"C0022B-15X-2 W, 9.0--11.0 cm",CKY000000000001671510,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T07:30:11Z,NULL,18.9302,8.5726,35.4794,16.5492,30.3921,12.7318,11.4619,5.2718,5.1482,4.0753,9.2235,4.1592,0.1845,0.0839,11.2774,0.3186,0.4675,1.7942,1.2227,2.7673,0.5582,1.2633,fuway,2013-01-12T02:19:31Z
"C0022B-15X-2, 88.0 cm",NULL,116.78,116.78,116.78,116.78,"C0022B-15X-2, 90.0 cm",NULL,116.8,116.8,116.8,116.8,"C0022B-15X-2 W, 88.0--90.0 cm",CKY000000000001671610,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T07:30:11Z,NULL,18.8068,8.4623,32.2536,13.4468,27.7238,11.7363,8.917,4.6941,4.5841,3.1993,7.7834,3.274,0.1643,0.0747,8.7527,0.3491,0.5363,1.7276,1.1245,2.7358,0.589,1.4328,fuway,2013-01-12T02:19:31Z
"C0022B-15X-3, 17.0 cm",NULL,117.56,117.56,117.56,117.56,"C0022B-15X-3, 19.0 cm",NULL,117.58,117.58,117.58,117.58,"C0022B-15X-3 W, 17.0--19.0 cm",CKY000000000001671710,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T07:30:11Z,NULL,19.1509,8.6542,35.4539,16.303,30.6357,12.9659,11.4848,4.993,4.876,4.2322,9.1082,4.3117,0.1748,0.0795,11.31,0.3063,0.4415,1.7899,1.2417,2.6724,0.5353,1.1521,fuway,2013-01-12T02:19:31Z
"C0022B-15X-3, 91.0 cm",NULL,118.3,118.3,118.3,118.3,"C0022B-15X-3, 93.0 cm",NULL,118.32,118.32,118.32,118.32,"C0022B-15X-3 W, 91.0--93.0 cm",CKY000000000001671810,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T07:30:11Z,NULL,18.9725,8.5373,31.2209,12.2484,27.3625,11.6603,8.39,3.9983,3.9046,3.0594,6.964,3.123,0.1399,0.0636,8.2501,0.3264,0.4846,1.7588,1.1847,2.6966,0.5607,1.2763,fuway,2013-01-12T02:19:31Z
"C0022B-15X-4, 0.0 cm",NULL,118.79,118.79,118.79,118.79,"C0022B-15X-4, 5.0 cm",NULL,118.84,118.84,118.84,118.84,"C0022B-15X-4 W, 0.0--5.0 cm",CKY000000000001671910,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T07:30:11Z,NULL,18.2011,8.2287,31.1932,12.9921,27.0595,11.4102,8.8584,4.2836,4.1832,3.1134,7.2966,3.1815,0.1499,0.0681,8.7085,0.3297,0.4919,1.7806,1.1935,2.7971,0.5733,1.3436,fuway,2013-01-12T02:19:31Z
"C0022B-15X-4, 115.0 cm",NULL,119.94,119.94,119.94,119.94,"C0022B-15X-4, 117.0 cm",NULL,119.96,119.96,119.96,119.96,"C0022B-15X-4 W, 115.0--117.0 cm",CKY000000000001672010,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T07:30:11Z,NULL,18.076,8.1307,37.7693,19.6933,31.9843,13.2825,13.9083,5.9948,5.8543,5.0564,10.9107,5.1518,0.2098,0.0954,13.6985,0.3044,0.4376,1.805,1.2555,2.7091,0.5366,1.1578,fuway,2013-01-12T02:19:31Z
"C0022B-15X-5, 12.0 cm",NULL,120.32,120.32,120.32,120.32,"C0022B-15X-5, 14.0 cm",NULL,120.34,120.34,120.34,120.34,"C0022B-15X-5 W, 12.0--14.0 cm",CKY000000000001672110,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T07:30:11Z,NULL,18.8652,8.4463,31.9404,13.0752,28.0418,11.8756,9.1766,4.04,3.9453,3.365,7.3103,3.4293,0.1414,0.0643,9.0352,0.309,0.4471,1.7886,1.236,2.6851,0.5397,1.1725,fuway,2013-01-12T02:19:31Z
"C0022B-15X-5, 113.0 cm",NULL,121.33,121.33,121.33,121.33,"C0022B-15X-5, 115.0 cm",NULL,121.35,121.35,121.35,121.35,"C0022B-15X-5 W, 113.0--115.0 cm",CKY000000000001672210,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T07:30:12Z,NULL,18.7057,8.4477,38.3297,19.624,32.5027,13.5266,13.797,6.0383,5.8968,4.9829,10.8797,5.0789,0.2113,0.096,13.5857,0.3077,0.4445,1.8037,1.2487,2.7265,0.542,1.1834,fuway,2013-01-12T02:19:31Z
"C0022B-15X-6, 53.0 cm",NULL,122.14,122.14,122.14,122.14,"C0022B-15X-6, 55.0 cm",NULL,122.16,122.16,122.16,122.16,"C0022B-15X-6 W, 53.0--55.0 cm",CKY000000000001672310,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T07:30:12Z,NULL,18.8333,8.456,37.3454,18.5121,31.832,13.2871,12.9987,5.7134,5.5795,4.7402,10.3197,4.8311,0.2,0.0909,12.7987,0.3086,0.4464,1.7939,1.2402,2.7,0.5407,1.1771,fuway,2013-01-12T02:19:31Z
"C0022B-15X-7, 36.0 cm",NULL,122.975,122.975,122.975,122.975,"C0022B-15X-7, 38.0 cm",NULL,122.995,122.995,122.995,122.995,"C0022B-15X-7 W, 36.0--38.0 cm",CKY000000000001672410,PP,NULL,8,skarbek338,NULL,CKY,2013-01-03T07:30:12Z,NULL,18.0976,8.16,37.6107,19.5131,31.6684,13.2003,13.5708,6.1578,6.0135,4.9423,10.9558,5.0403,0.2155,0.098,13.3553,0.3156,0.4611,1.7811,1.219,2.7022,0.5489,1.2167,fuway,2013-01-12T02:19:31Z
"C0022B-16X-1, 60.0 cm",NULL,124.6,124.6,124.6,124.6,"C0022B-16X-1, 62.0 cm",NULL,124.62,124.62,124.62,124.62,"C0022B-16X-1 W, 60.0--62.0 cm",CKY000000000001676210,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T11:06:52Z,NULL,18.6811,8.4396,37.62,18.9389,31.7184,13.3672,13.0373,6.1156,5.9723,4.8303,10.8026,4.9276,0.214,0.0973,12.8233,0.3229,0.4769,1.7532,1.1871,2.6548,0.5529,1.2364,fuway,2013-01-12T02:19:31Z
"C0022B-16X-1, 126.0 cm",NULL,125.26,125.26,125.26,125.26,"C0022B-16X-1, 128.0 cm",NULL,125.28,125.28,125.28,125.28,"C0022B-16X-1 W, 126.0--128.0 cm",CKY000000000001676310,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T11:06:52Z,NULL,18.2883,8.2784,27.6071,9.3188,24.6199,10.6578,6.3316,3.0955,3.0229,2.3302,5.3531,2.3794,0.1083,0.0492,6.2233,0.3322,0.4974,1.7408,1.1626,2.6707,0.5647,1.2973,fuway,2013-01-12T02:19:31Z
"C0022B-16X-2, 10.0 cm",NULL,125.48,125.48,125.48,125.48,"C0022B-16X-2, 12.0 cm",NULL,125.5,125.5,125.5,125.5,"C0022B-16X-2 W, 10.0--12.0 cm",CKY000000000001676410,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T11:06:52Z,NULL,18.3187,8.2486,31.3532,13.0345,27.0212,11.4706,8.7025,4.4891,4.3839,3.1506,7.5345,3.222,0.1571,0.0714,8.5454,0.3444,0.5253,1.73,1.1342,2.7123,0.5818,1.3914,fuway,2013-01-12T02:19:31Z
"C0022B-16X-2, 70.0 cm",NULL,126.08,126.08,126.08,126.08,"C0022B-16X-2, 72.0 cm",NULL,126.1,126.1,126.1,126.1,"C0022B-16X-2 W, 70.0--72.0 cm",CKY000000000001676510,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T11:06:52Z,NULL,18.5797,8.4035,30.7793,12.1996,26.6476,11.3485,8.0679,4.2816,4.1813,2.8769,7.0582,2.945,0.1499,0.0681,7.918,0.351,0.5407,1.7284,1.1218,2.7523,0.5924,1.4534,fuway,2013-01-12T02:19:31Z
"C0022B-16X-3, 29.0 cm",NULL,126.98,126.98,126.98,126.98,"C0022B-16X-3, 31.0 cm",NULL,127,127,127,127,"C0022B-16X-3 W, 29.0--31.0 cm",CKY000000000001676610,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T11:06:52Z,NULL,18.7631,8.4717,32.0238,13.2607,27.8853,11.7948,9.1222,4.2886,4.1881,3.2549,7.443,3.3231,0.1501,0.0682,8.9721,0.3234,0.478,1.7816,1.2054,2.7565,0.5627,1.2867,fuway,2013-01-12T02:19:31Z
"C0022B-16X-5, 0.0 cm",NULL,127.72,127.72,127.72,127.72,"C0022B-16X-5, 5.0 cm",NULL,127.77,127.77,127.77,127.77,"C0022B-16X-5 W, 0.0--5.0 cm",CKY000000000001676710,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T11:06:52Z,NULL,18.812,8.4586,33.6163,14.8043,28.6231,12.1269,9.8111,5.1743,5.053,3.586,8.639,3.6683,0.1811,0.0823,9.63,0.3495,0.5373,1.7137,1.1147,2.6854,0.5849,1.4091,fuway,2013-01-12T02:19:31Z
"C0022B-16X-5, 76.0 cm",NULL,128.48,128.48,128.48,128.48,"C0022B-16X-5, 78.0 cm",NULL,128.5,128.5,128.5,128.5,"C0022B-16X-5 W, 76.0--78.0 cm",CKY000000000001677510,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T11:06:52Z,NULL,18.8056,8.4942,31.5525,12.7469,27.5268,11.7249,8.7212,4.1717,4.0739,3.1643,7.2382,3.2307,0.146,0.0664,8.5752,0.3273,0.4865,1.7611,1.1847,2.71,0.5628,1.2875,fuway,2013-01-12T02:19:31Z
"C0022B-16X-6, 24.0 cm",NULL,128.93,128.93,128.93,128.93,"C0022B-16X-6, 26.0 cm",NULL,128.95,128.95,128.95,128.95,"C0022B-16X-6 W, 24.0--26.0 cm",CKY000000000001677610,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T11:06:52Z,NULL,18.2694,8.2265,30.3038,12.0344,26.405,11.2735,8.1356,4.0402,3.9455,2.9827,6.9282,3.047,0.1414,0.0643,7.9942,0.3357,0.5054,1.737,1.1539,2.6802,0.5695,1.3228,fuway,2013-01-12T02:19:31Z
"C0022B-16X-6, 115.0 cm",NULL,129.84,129.84,129.84,129.84,"C0022B-16X-6, 117.0 cm",NULL,129.86,129.86,129.86,129.86,"C0022B-16X-6 W, 115.0--117.0 cm",CKY000000000001677710,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T11:06:52Z,NULL,19.0712,8.5636,38.5636,19.4924,32.4925,13.5169,13.4213,6.2913,6.1438,4.8532,10.997,4.9533,0.2202,0.1001,13.2011,0.3228,0.4766,1.7725,1.2004,2.7201,0.5587,1.2659,fuway,2013-01-12T02:19:31Z
"C0022B-16X-7, 20.0 cm",NULL,130.3,130.3,130.3,130.3,"C0022B-16X-7, 22.0 cm",NULL,130.32,130.32,130.32,130.32,"C0022B-16X-7 W, 20.0--22.0 cm",CKY000000000001677810,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T11:06:52Z,NULL,18.8066,8.4596,34.7416,15.935,29.5454,12.5736,10.7388,5.3847,5.2585,4.0283,9.2868,4.114,0.1885,0.0857,10.5503,0.3379,0.5104,1.7159,1.1361,2.619,0.5662,1.3054,fuway,2013-01-12T02:19:31Z
"C0022B-16X-7, 57.0 cm",NULL,130.67,130.67,130.67,130.67,"C0022B-16X-7, 59.0 cm",NULL,130.69,130.69,130.69,130.69,"C0022B-16X-7 W, 57.0--59.0 cm",CKY000000000001677910,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T11:06:52Z,NULL,18.7086,8.3626,39.917,21.2084,32.8221,13.6846,14.1135,7.3522,7.1799,5.205,12.3849,5.322,0.2573,0.117,13.8562,0.3467,0.5306,1.7124,1.1188,2.6621,0.5797,1.3794,fuway,2013-01-12T02:19:31Z
"C0022B-16X-8, 2.0 cm",NULL,131.12,131.12,131.12,131.12,"C0022B-16X-8, 4.0 cm",NULL,131.14,131.14,131.14,131.14,"C0022B-16X-8 W, 2.0--4.0 cm",CKY000000000001678010,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T11:06:52Z,NULL,19.1354,8.5894,29.3553,10.2199,26.1838,11.0877,7.0484,3.2865,3.2095,2.446,5.6555,2.4983,0.115,0.0523,6.9334,0.3216,0.474,1.8071,1.226,2.8346,0.5675,1.3121,fuway,2013-01-12T02:19:31Z
"C0022B-16X-8, 57.0 cm",NULL,131.67,131.67,131.67,131.67,"C0022B-16X-8, 59.0 cm",NULL,131.69,131.69,131.69,131.69,"C0022B-16X-8 W, 57.0--59.0 cm",CKY000000000001678110,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T11:06:52Z,NULL,18.9971,8.5818,35.1716,16.1745,29.8412,12.5656,10.8441,5.5237,5.3942,3.8959,9.2901,3.9838,0.1933,0.0879,10.6508,0.3415,0.5186,1.741,1.1465,2.7338,0.5806,1.3846,fuway,2013-01-12T02:19:31Z
"C0022B-17X-1, 41.0 cm",NULL,133.91,133.91,133.91,133.91,"C0022B-17X-1, 43.0 cm",NULL,133.93,133.93,133.93,133.93,"C0022B-17X-1 W, 41.0--43.0 cm",CKY000000000001683910,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T14:04:25Z,NULL,19.294,8.6859,32.0671,12.7731,27.5403,11.7881,8.2463,4.691,4.5811,3.0276,7.6087,3.1022,0.1642,0.0746,8.0821,0.3673,0.5804,1.6787,1.0622,2.6695,0.6021,1.5131,fuway,2013-01-12T02:19:31Z
"C0022B-17X-1, 68.0 cm",NULL,134.18,134.18,134.18,134.18,"C0022B-17X-1, 72.0 cm",NULL,134.22,134.22,134.22,134.22,"C0022B-17X-1 WR, 68.0--72.0 cm",CKY000000000001666410,PP,NULL,8,kitajima338,NULL,CKY,2013-01-03T05:10:58Z,NULL,18.1418,8.141,29.6892,11.5474,25.9683,11.0818,7.8265,3.8559,3.7655,2.8794,6.6449,2.9408,0.135,0.0614,7.6915,0.3339,0.5013,1.7378,1.1575,2.6712,0.5667,1.3077,fuway,2013-01-12T02:19:31Z
"C0022B-17X-1, 115.0 cm",NULL,134.65,134.65,134.65,134.65,"C0022B-17X-1, 120.0 cm",NULL,134.7,134.7,134.7,134.7,"C0022B-17X-1 W, 115.0--120.0 cm",CKY000000000001684010,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T14:04:25Z,NULL,18.1834,8.1588,26.5434,8.36,23.5632,10.2299,5.3798,3.0883,3.0159,2.022,5.0379,2.0711,0.1081,0.0491,5.2717,0.3694,0.5858,1.6594,1.0464,2.6072,0.5986,1.4915,fuway,2013-01-12T02:19:31Z
"C0022B-17X-3, 21.0 cm",NULL,135.23,135.23,135.23,135.23,"C0022B-17X-3, 23.0 cm",NULL,135.25,135.25,135.25,135.25,"C0022B-17X-3 W, 21.0--23.0 cm",CKY000000000001684810,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T14:04:25Z,NULL,18.861,8.4674,33.3256,14.4646,28.5205,12.1755,9.6595,4.9794,4.8627,3.6289,8.4916,3.7081,0.1743,0.0792,9.4852,0.3442,0.525,1.7034,1.117,2.6138,0.5726,1.34,fuway,2013-01-12T02:19:31Z
"C0022B-17X-3, 120.0 cm",NULL,136.22,136.22,136.22,136.22,"C0022B-17X-3, 122.0 cm",NULL,136.24,136.24,136.24,136.24,"C0022B-17X-3 W, 120.0--122.0 cm",CKY000000000001684910,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T14:04:25Z,NULL,18.2868,8.2637,35.625,17.3382,29.3,12.3407,11.0132,6.5544,6.4008,3.9727,10.3735,4.077,0.2294,0.1043,10.7838,0.378,0.6078,1.6714,1.0396,2.7145,0.617,1.6112,fuway,2013-01-12T02:19:31Z
"C0022B-17X-4, 20.0 cm",NULL,136.63,136.63,136.63,136.63,"C0022B-17X-4, 22.0 cm",NULL,136.65,136.65,136.65,136.65,"C0022B-17X-4 W, 20.0--22.0 cm",CKY000000000001685010,PP,NULL,8,esteban338,NULL,CKY,2013-01-03T14:04:25Z,NULL,18.7209,8.4574,32.469,13.7481,27.6251,11.7709,8.9042,5.0196,4.902,3.2336,8.1356,3.3135,0.1757,0.0799,8.7285,0.3651,0.5751,1.6899,1.0729,2.6993,0.6025,1.516,fuway,2013-01-12T02:19:31Z
