"Exp","Site","Hole","Core","Type","Sect","A/W","Top offset on section (cm)","Bot offset on section (cm)","Top depth CSF-A (m)","Top depth CSF-B (m)","Inorganic carbon (wt%)","Calcium carbonate (wt%)","Total carbon (wt%)","Hydrogen (wt%)","Nitrogen (wt%)","Sulfur (wt%)","Organic carbon (wt%), CHNS with treated sample (wt%)","Organic carbon (wt%) by difference (CHNS-COUL)","Sample treatment method (CHNS organic carbon)","Comments",
"342","U1404","A","23","H","2","W","90.0","91.0","197.295","197.277","0.028","0.233","","","","","","","","",
"342","U1404","A","23","H","2","W","110.0","111.0","197.495","197.476","0.027","0.225","","","","","","","","",
"342","U1404","A","23","H","2","W","130.0","131.0","197.695","197.675","0.026","0.217","","","","","","","","",
"342","U1404","A","23","H","2","W","149.0","150.0","197.885","197.863","0.018","0.150","","","","","","","","",
"342","U1404","A","23","H","3","W","30.0","31.0","198.195","198.171","","","0.3000","0.3500","0.1100","0.00","","","","",
"342","U1404","A","23","H","4","W","10.0","11.0","199.495","199.461","0.019","0.158","","","","","","","","",
"342","U1404","A","23","H","4","W","30.0","31.0","199.695","199.660","0.024","0.200","0.2300","0.00","0.1100","0.00","","0.21","","",
"342","U1404","A","23","H","4","W","30.0","31.0","199.695","199.660","","","0.080","0.00","0.0300","0.00","","","","",
"342","U1404","A","23","H","4","W","50.0","51.0","199.895","199.858","0.031","0.258","","","","","","","","",
"342","U1404","A","23","H","4","W","70.0","71.0","200.095","200.057","0.413","3.440","","","","","","","","",
"342","U1404","A","23","H","4","W","90.0","91.0","200.295","200.255","0.182","1.516","","","","","","","","",
"342","U1404","A","23","H","4","W","110.0","111.0","200.495","200.454","0.149","1.241","","","","","","","","",
"342","U1404","A","23","H","4","W","130.0","131.0","200.695","200.653","3.857","32.129","","","","","","","","",
"342","U1404","A","23","H","4","W","148.0","149.0","200.875","200.831","4.857","40.459","","","","","","","","",
"342","U1404","A","23","H","5","W","10.0","11.0","200.995","200.950","4.043","33.678","","","","","","","","",
"342","U1404","A","23","H","5","W","30.0","31.0","201.195","201.149","3.942","32.837","12.1300","0.2800","0.0800","0.00","","8.19","","",
"342","U1404","A","23","H","5","W","30.0","31.0","201.195","201.149","","","4.080","0.00","0.2700","0.00","","","","",
"342","U1404","A","23","H","5","W","45.0","46.0","201.345","201.297","4.409","36.727","","","","","","","","",
"342","U1404","A","23","H","5","W","60.0","61.0","201.495","201.446","3.712","30.921","","","","","","","","",
"342","U1404","A","23","H","5","W","70.0","71.0","201.595","201.545","3.631","30.246","","","","","","","","",
"342","U1404","A","23","H","5","W","90.0","91.0","201.795","201.744","5.223","43.508","","","","","","","","",
"342","U1404","A","23","H","5","W","110.0","111.0","201.995","201.942","4.568","38.051","","","","","","","","",
"342","U1404","A","23","H","5","W","130.0","131.0","202.195","202.141","4.991","41.575","","","","","","","","",
"342","U1404","A","23","H","5","W","148.0","149.0","202.375","202.319","5.738","47.798","","","","","","","","",
"342","U1404","A","23","H","6","W","10.0","11.0","202.495","202.438","5.954","49.597","","","","","","","","",
"342","U1404","A","23","H","6","W","30.0","31.0","202.695","202.637","6.831","56.902","20.7600","0.2700","0.0600","0.00","","13.93","","",
"342","U1404","A","23","H","6","W","30.0","31.0","202.695","202.637","","","6.810","0.00","0.0400","0.00","","","","",
"342","U1404","A","23","H","6","W","50.0","51.0","202.895","202.836","5.399","44.974","","","","","","","","",
"342","U1404","A","23","H","6","W","70.0","71.0","203.095","203.034","5.393","44.924","","","","","","","","",
"342","U1404","A","23","H","7","W","10.0","11.0","203.495","203.431","5.831","48.572","","","","","","","","",
"342","U1404","A","23","H","7","W","30.0","31.0","203.695","203.630","5.731","47.739","17.4700","3.2800","0.0700","0.00","","11.74","","",
"342","U1404","A","23","H","7","W","30.0","31.0","203.695","203.630","","","5.780","0.00","0.0500","0.00","","","","",
"342","U1404","A","23","H","7","W","50.0","51.0","203.895","203.828","5.748","47.881","","","","","","","","",
"342","U1404","A","24","H","1","W","20.0","21.0","204.500","204.500","1.477","12.303","","","","","","","","",
"342","U1404","A","24","H","1","W","51.0","52.0","204.810","204.809","1.176","9.796","","","","","","","","",
"342","U1404","A","24","H","1","W","71.0","72.0","205.010","205.009","0.497","4.140","","","","","","","","",
"342","U1404","A","24","H","1","W","90.0","91.0","205.200","205.199","0.242","2.016","","","","","","","","",
"342","U1404","A","24","H","1","W","110.0","111.0","205.400","205.399","0.364","3.032","","","","","","","","",
"342","U1404","A","24","H","1","W","130.0","131.0","205.600","205.598","0.053","0.441","0.4800","0.00","0.1100","0.00","","0.43","","",
"342","U1404","A","24","H","2","W","10.0","11.0","205.900","205.898","0.025","0.208","","","","","","","","",
"342","U1404","A","24","H","2","W","30.0","31.0","206.100","206.098","0.028","0.233","0.2200","0.00","0.1100","0.00","","0.19","","",
"342","U1404","A","24","H","2","W","50.0","51.0","206.300","206.297","0.018","0.150","","","","","","","","",
"342","U1404","A","24","H","2","W","90.0","91.0","206.700","206.697","0.028","0.233","","","","","","","","",
"342","U1404","A","24","H","2","W","110.0","111.0","206.900","206.897","0.830","6.914","","","","","","","","",
"342","U1404","A","24","H","2","W","130.0","131.0","207.100","207.096","0.748","6.231","","","","","","","","",
"342","U1404","A","24","H","3","W","10.0","11.0","207.400","207.396","0.704","5.864","","","","","","","","",
"342","U1404","A","24","H","3","W","30.0","31.0","207.600","207.596","0.623","5.190","1.9600","0.00","0.1000","0.00","","1.34","","",
"342","U1404","A","24","H","3","W","50.0","51.0","207.800","207.796","0.380","3.165","","","","","","","","",
"342","U1404","A","24","H","3","W","70.0","71.0","208.000","207.996","0.521","4.340","","","","","","","","",
"342","U1404","A","24","H","3","W","90.0","91.0","208.200","208.195","0.573","4.773","","","","","","","","",
"342","U1404","A","24","H","3","W","110.0","111.0","208.400","208.395","0.696","5.798","","","","","","","","",
"342","U1404","A","24","H","3","W","130.0","131.0","208.600","208.595","1.491","12.420","","","","","","","","",
"342","U1404","A","24","H","4","W","10.0","11.0","208.900","208.895","1.476","12.295","","","","","","","","",
"342","U1404","A","24","H","4","W","30.0","31.0","209.100","209.095","3.831","31.912","","","","","","","","",
"342","U1404","A","24","H","4","W","38.0","39.0","209.180","209.175","4.454","37.102","13.3600","0.2800","0.0700","0.00","","8.91","","",
"342","U1404","A","24","H","4","W","50.0","51.0","209.300","209.294","5.155","42.941","","","","","","","","",
"342","U1404","A","24","H","4","W","70.0","71.0","209.500","209.494","3.111","25.915","","","","","","","","",
"342","U1404","A","24","H","4","W","90.0","91.0","209.700","209.694","4.021","33.495","","","","","","","","",
"342","U1404","A","24","H","4","W","110.0","111.0","209.900","209.894","2.696","22.458","","","","","","","","",
"342","U1404","A","24","H","4","W","130.0","131.0","210.100","210.093","1.509","12.570","","","","","","","","",
"342","U1404","A","24","H","4","W","149.0","150.0","210.290","210.283","1.721","14.336","","","","","","","","",
"342","U1404","A","24","H","5","W","10.0","11.0","210.400","210.393","2.375","19.784","","","","","","","","",
"342","U1404","A","24","H","5","W","30.0","31.0","210.600","210.593","3.019","25.148","","","","","","","","",
"342","U1404","A","24","H","5","W","32.0","33.0","210.620","210.613","2.795","23.282","8.2300","0.3800","0.0900","0.00","","5.44","","",
"342","U1404","A","24","H","5","W","32.0","33.0","210.620","210.613","","","2.770","0.00","0.0600","0.00","","","","",
"342","U1404","A","24","H","5","W","50.0","51.0","210.800","210.792","2.634","21.941","","","","","","","","",
"342","U1404","A","24","H","5","W","70.0","71.0","211.000","210.992","1.940","16.160","","","","","","","","",
"342","U1404","A","24","H","5","W","90.0","91.0","211.200","211.192","3.379","28.147","","","","","","","","",
"342","U1404","A","24","H","5","W","110.0","111.0","211.400","211.392","2.276","18.959","","","","","","","","",
"342","U1404","A","24","H","5","W","130.0","131.0","211.600","211.591","1.471","12.253","","","","","","","","",
"342","U1404","A","24","H","6","W","10.0","11.0","211.900","211.891","0.846","7.047","","","","","","","","",
"342","U1404","A","24","H","6","W","22.0","23.0","212.020","212.011","0.473","3.940","1.9000","0.00","0.1000","0.00","","1.43","","",
"342","U1404","A","24","H","6","W","30.0","31.0","212.100","212.091","0.418","3.482","","","","","","","","",
"342","U1404","A","24","H","6","W","50.0","51.0","212.300","212.290","0.491","4.090","","","","","","","","",
"342","U1404","A","24","H","6","W","70.0","71.0","212.500","212.490","1.130","9.413","","","","","","","","",
"342","U1404","A","24","H","6","W","90.0","91.0","212.700","212.690","1.116","9.296","","","","","","","","",
"342","U1404","A","25","H","1","W","10.0","11.0","212.900","212.900","0.095","0.791","","","","","","","","",
"342","U1404","A","25","H","1","W","30.0","31.0","213.100","213.099","0.783","6.522","","","","","","","","",
"342","U1404","A","25","H","1","W","38.0","39.0","213.180","213.178","","","0.7400","0.00","0.1300","0.00","","","","",
"342","U1404","A","25","H","1","W","50.0","51.0","213.300","213.298","0.535","4.457","","","","","","","","",
"342","U1404","A","25","H","1","W","70.0","71.0","213.500","213.497","0.510","4.248","","","","","","","","",
"342","U1404","A","25","H","1","W","90.0","91.0","213.700","213.696","0.701","5.839","","","","","","","","",
"342","U1404","A","25","H","1","W","110.0","111.0","213.900","213.896","1.180","9.829","","","","","","","","",
"342","U1404","A","25","H","1","W","130.0","131.0","214.100","214.095","0.461","3.840","","","","","","","","",
"342","U1404","A","25","H","1","W","149.0","150.0","214.290","214.284","1.676","13.961","","","","","","","","",
"342","U1404","A","25","H","2","W","10.0","11.0","214.400","214.394","0.705","5.873","","","","","","","","",
"342","U1404","A","25","H","2","W","30.0","31.0","214.600","214.593","1.353","11.270","","","","","","","","",
"342","U1404","A","25","H","2","W","38.0","39.0","214.680","214.672","1.064","8.863","1.1400","0.00","0.0800","0.00","","0.08","","",
"342","U1404","A","25","H","2","W","38.0","39.0","214.680","214.672","","","3.530","0.00","0.1200","0.00","","","","",
"342","U1404","A","25","H","2","W","50.0","51.0","214.800","214.792","0.329","2.741","","","","","","","","",
"342","U1404","A","25","H","2","W","70.0","71.0","215.000","214.991","0.655","5.456","","","","","","","","",
"342","U1404","A","25","H","2","W","90.0","91.0","215.200","215.190","0.024","0.200","","","","","","","","",
"342","U1404","A","25","H","2","W","110.0","111.0","215.400","215.390","0.020","0.167","","","","","","","","",
"342","U1404","A","25","H","2","W","130.0","131.0","215.600","215.589","0.006","0.050","","","","","","","","",
"342","U1404","A","25","H","2","W","149.0","150.0","215.790","215.778","0.021","0.175","","","","","","","","",
"342","U1404","A","25","H","3","W","10.0","11.0","215.900","215.888","0.027","0.225","","","","","","","","",
"342","U1404","A","25","H","3","W","30.0","31.0","216.100","216.087","0.024","0.200","","","","","","","","",
"342","U1404","A","25","H","3","W","38.0","39.0","216.180","216.166","0.019","0.158","0.2300","0.00","0.0900","0.00","","0.21","","",
"342","U1404","A","25","H","3","W","50.0","51.0","216.300","216.286","0.020","0.167","","","","","","","","",
"342","U1404","A","25","H","3","W","70.0","71.0","216.500","216.485","0.024","0.200","","","","","","","","",
"342","U1404","A","25","H","3","W","90.0","91.0","216.700","216.684","0.030","0.250","","","","","","","","",
"342","U1404","A","25","H","3","W","110.0","111.0","216.900","216.884","0.486","4.048","","","","","","","","",
"342","U1404","A","25","H","3","W","130.0","131.0","217.100","217.083","0.316","2.632","","","","","","","","",
"342","U1404","A","25","H","3","W","149.0","150.0","217.290","217.272","0.476","3.965","","","","","","","","",
"342","U1404","A","25","H","4","W","10.0","11.0","217.400","217.382","0.317","2.641","","","","","","","","",
"342","U1404","A","25","H","4","W","29.0","30.0","217.590","217.571","0.200","1.666","0.8700","0.00","0.0500","0.00","","0.67","","",
"342","U1404","A","25","H","4","W","30.0","31.0","217.600","217.581","0.179","1.491","","","","","","","","",
"342","U1404","A","25","H","4","W","50.0","51.0","217.800","217.780","0.460","3.832","","","","","","","","",
"342","U1404","A","25","H","4","W","70.0","71.0","218.000","217.980","0.751","6.256","","","","","","","","",
"342","U1404","A","25","H","4","W","90.0","91.0","218.200","218.179","0.040","0.333","","","","","","","","",
"342","U1404","A","25","H","4","W","110.0","111.0","218.400","218.378","0.402","3.349","","","","","","","","",
"342","U1404","A","25","H","4","W","130.0","131.0","218.600","218.578","0.615","5.123","","","","","","","","",
"342","U1404","A","25","H","5","W","9.0","10.0","218.890","218.867","0.364","3.032","1.5300","0.9500","0.1000","0.00","","1.17","","",
"342","U1404","A","25","H","5","W","10.0","11.0","218.900","218.877","0.275","2.291","","","","","","","","",
"342","U1404","A","25","H","5","W","30.0","31.0","219.100","219.076","0.026","0.217","","","","","","","","",
"342","U1404","A","25","H","5","W","50.0","51.0","219.300","219.275","0.112","0.933","","","","","","","","",
"342","U1404","A","25","H","5","W","70.0","71.0","219.500","219.474","0.096","0.800","","","","","","","","",
"342","U1404","A","25","H","5","W","90.0","91.0","219.700","219.673","0.206","1.716","","","","","","","","",
"342","U1404","A","25","H","CC","W","10.0","11.0","219.910","219.883","0.039","0.325","","","","","","","","",
"342","U1404","A","25","H","CC","W","30.0","31.0","220.110","220.082","0.087","0.725","","","","","","","","",
"342","U1404","A","25","H","CC","W","50.0","51.0","220.310","220.281","0.109","0.908","","","","","","","","",
"342","U1404","A","26","H","1","W","38.0","39.0","220.880","220.875","0.895","7.455","2.7700","0.00","0.0900","0.00","","1.88","","",
"342","U1404","A","26","H","1","W","80.0","81.0","221.300","221.289","0.673","5.606","","","","","","","","",
"342","U1404","A","26","H","1","W","120.0","121.0","221.700","221.684","1.273","10.604","","","","","","","","",
"342","U1404","A","26","H","2","W","38.0","39.0","222.380","222.355","1.055","8.788","3.2200","0.00","0.0900","0.00","","2.17","","",
"342","U1404","A","26","H","2","W","80.0","81.0","222.800","222.769","0.788","6.564","","","","","","","","",
"342","U1404","A","26","H","2","W","120.0","121.0","223.200","223.164","0.053","0.441","","","","","","","","",
"342","U1404","A","26","H","2","W","120.0","121.0","223.200","223.164","0.014","0.117","","","","","","","","",
"342","U1404","A","26","H","3","W","38.0","39.0","223.880","223.835","1.531","12.753","4.7200","0.00","0.0900","0.00","","3.19","","",
"342","U1404","A","26","H","3","W","80.0","81.0","224.300","224.249","1.009","8.405","","","","","","","","",
"342","U1404","A","26","H","3","W","120.0","121.0","224.700","224.644","1.113","9.271","","","","","","","","",
"342","U1404","A","26","H","4","W","38.0","39.0","225.380","225.315","0.541","4.507","1.6700","0.2200","0.1000","0.00","","1.13","","",
"342","U1404","A","26","H","4","W","80.0","81.0","225.800","225.729","0.204","1.699","","","","","","","","",
"342","U1404","A","26","H","4","W","80.0","81.0","225.800","225.729","0.204","1.699","","","","","","","","",
"342","U1404","A","26","H","4","W","120.0","121.0","226.200","226.124","0.036","0.300","","","","","","","","",
"342","U1404","A","26","H","5","W","25.0","26.0","226.750","226.667","0.098","0.816","0.5500","0.2400","0.1100","0.00","","0.45","","",
"342","U1404","A","26","H","5","W","80.0","81.0","227.300","227.209","0.013","0.108","","","","","","","","",
"342","U1404","A","26","H","6","W","15.0","16.0","227.850","227.752","0.040","0.333","0.3600","0.00","0.1200","0.00","","0.32","","",
"342","U1404","A","26","H","6","","55.0","56.0","228.250","228.146","0.036","0.300","","","","","","","","",
"342","U1404","A","26","H","CC","W","17.0","18.0","228.470","228.363","0.053","0.441","","","","","","","","",
"342","U1404","A","27","H","1","W","38.0","39.0","228.980","228.980","0.014","0.117","0.3300","0.00","0.1200","0.00","","0.32","","",
"342","U1404","A","27","H","2","W","38.0","39.0","230.480","230.480","0.168","1.399","1.0200","0.00","0.9100","0.00","","0.85","","",
"342","U1404","A","27","H","2","W","38.0","39.0","230.480","230.480","","","1.020","0.00","0.1000","0.00","","","","",
"342","U1404","A","27","H","3","W","38.0","39.0","231.980","231.980","0.029","0.242","0.3200","0.00","0.1200","0.00","","0.29","","",
"342","U1404","A","27","H","4","W","31.0","32.0","233.410","233.410","0.031","0.258","0.4000","0.00","0.1100","0.00","","0.37","","",
"342","U1404","A","27","H","5","W","39.0","40.0","234.990","234.990","0.031","0.258","0.3200","0.00","0.1100","0.00","","0.29","","",
"342","U1404","A","28","H","1","W","38.0","39.0","236.880","236.878","0.027","0.225","0.4800","1.6700","0.1100","0.00","","0.45","","",
