Leg	Site	Hole	    Latitude	    Longtitude	    Arrival Date	    Departure Date	    Time on Hole(dd:hh:mm)	    Water Depth	    Core Type(s)	    Numbers of Cores	    Total Penetration (m) 	    Coring Penetration (m) 	    Drilled (m)	    Core Recovered (m)	    Core Recovered %	
157	 952	A	    30° 47'N	      24° 31'W	   08/15/94 1101	     08/20/94 1100	                 5: 0: 0	         5431.8	              HX	                  45	                     425.9	                      425.9	               	                415.18	                97.5	
157	 953	A	    28° 39'N	      15° 9'W	   08/22/94 1053	     08/23/94 1355	                 1: 3: 3	         3577.8	               H	                  21	                     192.6	                      192.6	               	                197.69	               102.6	
157	 953	B	    28° 39'N	      15° 9'W	   08/23/94 1355	     08/24/94 0725	                 0:17:31	         3577.8	               X	                   1	                     197.7	                        9.6	               	                  7.46	                77.7	
157	 953	C	    28° 39'N	      15° 9'W	   08/24/94 0725	     09/04/94 0940	                11: 2:15	         3577.8	              RW	                 103	                    1158.7	                      971.7	          187.0	                556.53	                57.3	
157	 954	A	    28° 26'N	      15° 32'W	   09/04/94 1341	     09/05/94 2013	                 1: 6:32	         3485.2	              HX	                  12	                      83.8	                       83.8	               	                 80.40	                95.9	
157	 954	B	    28° 26'N	      15° 32'W	   09/05/94 2013	     09/08/94 2013	                 3: 0: 0	         3485.2	               R	                  39	                     446.0	                      365.8	               	                165.56	                45.3	
157	 955	A	    27° 20'N	      15° 14'W	   09/09/94 0531	     09/14/94 0455	                 4:23:25	         2854.1	              HX	                  63	                     599.4	                      599.4	               	                534.08	                89.1	
157	 956	A	    27° 37'N	      16° 10'W	   09/14/94 1334	     09/15/94 2310	                 1: 9:37	         3441.9	              HX	                  18	                     161.6	                      161.6	               	                160.48	                99.3	
157	 956	B	    27° 37'N	      16° 10'W	   09/15/94 2310	     09/22/94 1933	                 6:20:24	         3441.9	               R	                  57	                     703.5	                      546.4	               	                297.20	                54.4	
158	 957	A	    26° 8'N	      44° 50'W	   10/04/94 2330	     10/07/94 0000	                 2: 0:31	         3653.0	               X	                   3	                      15.0	                       15.0	               	                  0.25	                 1.7	
158	 957	B	    26° 8'N	      44° 50'W	   10/08/94 0200	     10/09/94 2345	                 1:21:45	         3655.0	              BR	                   5	                      29.6	                       29.6	               	                  1.66	                 5.6	
158	 957	C	    26° 8'N	      44° 50'W	   10/10/94 1000	     10/14/94 1245	                 4: 2:45	         3548.0	             NWX	                  16	                      49.2	                       49.2	           13.5	                 21.88	                44.5	
158	 957	D	    26° 8'N	      44° 50'W	   10/14/94 2300	     10/15/94 2230	                 0:23:31	         3649.0	               M	                   1	                      29.4	                       29.4	               	                      	                    	
158	 957	E	    26° 8'N	      44° 50'W	   10/22/94 0700	     10/27/94 2145	                 5:14:45	         3646.0	               R	                  18	                     125.7	                       94.2	               	                  4.03	                 4.3	
158	 957	F	    26° 8'N	      44° 50'W	   10/20/94 1445	     10/21/94 0500	                 0:14:15	         3649.0	               N	                   2	                      10.0	                        9.0	               	                  0.95	                10.6	
158	 957	G	    26° 8'N	      44° 50'W	   10/21/94 0700	     10/22/94 0700	                 1: 0: 0	         3646.0	               N	                   3	                      25.0	                       13.0	               	                  1.12	                 8.6	
158	 957	H	    26° 8'N	      44° 50'W	   10/27/94 2300	     10/30/94 1315	                 2:14:15	         3655.0	              NX	                   9	                      54.5	                       45.8	               	                  5.01	                10.9	
